Chrom	Scaffold	Pos	Male_cM	Female_cM	cM
LG_12	Super-Scaffold_100009	6249410	120.183	103.681	111.932
LG_12	Super-Scaffold_100009	6276796	120.183	103.681	111.932
LG_12	Super-Scaffold_100009	6311579	121.166	104.006	112.586
LG_12	Super-Scaffold_100009	6317176	121.166	104.006	112.586
LG_12	Super-Scaffold_100009	6474969	122.15	104.99	113.57
LG_12	Super-Scaffold_100009	6475324	122.313	105.153	113.733
LG_12	Super-Scaffold_100009	6480067	122.313	105.153	113.733
LG_12	Super-Scaffold_100009	6480915	122.313	105.153	113.733
LG_12	Super-Scaffold_100009	6487530	122.313	105.153	113.733
LG_12	Super-Scaffold_100009	6493077	122.475	105.315	113.895
LG_12	Super-Scaffold_100009	6493153	122.475	105.315	113.895
LG_12	Super-Scaffold_100009	6506718	122.638	105.805	114.2215
LG_12	Super-Scaffold_100009	6677591	123.954	106.788	115.371
LG_12	Super-Scaffold_100009	6691938	124.443	107.114	115.7785
LG_12	Super-Scaffold_100009	6816742	125.261	107.44	116.3505
LG_12	Super-Scaffold_100009	6816977	125.261	107.44	116.3505
LG_12	Super-Scaffold_100009	6969879	129.849	111.32	120.5845
LG_12	Super-Scaffold_100009	6969955	129.849	111.32	120.5845
LG_12	Super-Scaffold_100009	6971761	130.174	111.32	120.747
LG_12	Super-Scaffold_100009	6995550	131.158	112.304	121.731
LG_12	Super-Scaffold_100009	6995693	131.158	112.304	121.731
LG_12	Super-Scaffold_100009	7041686	131.812	112.467	122.1395
LG_12	Super-Scaffold_100009	7041689	131.812	112.467	122.1395
LG_12	Super-Scaffold_100009	7042771	131.812	112.467	122.1395
LG_12	Super-Scaffold_100009	7073463	132.137	112.792	122.4645
LG_12	Super-Scaffold_100009	7092308	132.137	112.792	122.4645
LG_12	Super-Scaffold_100009	7278532	133.788	114.779	124.2835
LG_12	Super-Scaffold_100009	7305632	133.788	114.779	124.2835
LG_12	Super-Scaffold_100009	7480991	138.553	119.367	128.96
LG_12	Super-Scaffold_100009	7481002	138.553	119.367	128.96
LG_12	Super-Scaffold_100009	7481003	138.553	119.367	128.96
LG_12	Super-Scaffold_100009	7481014	138.553	119.367	128.96
LG_12	Super-Scaffold_100009	7585062	139.372	120.02	129.696
LG_12	Super-Scaffold_100009	7596413	139.372	120.02	129.696
LG_12	Super-Scaffold_100009	7606978	139.372	120.02	129.696
LG_12	Super-Scaffold_100009	7704060	142.729	122.859	132.794
LG_12	Super-Scaffold_100009	7717774	143.382	123.185	133.2835
LG_12	Super-Scaffold_100009	7717821	143.382	123.185	133.2835
LG_12	Super-Scaffold_100009	7752865	144.865	124.168	134.5165
LG_12	Super-Scaffold_100009	7752874	144.865	124.168	134.5165
LG_12	Super-Scaffold_100009	7808244	145.028	124.168	134.598
LG_12	Super-Scaffold_100009	7816452	145.353	124.494	134.9235
LG_12	Super-Scaffold_100009	7816549	145.353	124.494	134.9235
LG_12	Super-Scaffold_100009	7831581	145.353	124.494	134.9235
LG_12	Super-Scaffold_100009	7831611	145.353	124.494	134.9235
LG_12	Super-Scaffold_100009	8480382	153.061	129.618	141.3395
LG_12	Super-Scaffold_100009	8508587	153.387	129.781	141.584
LG_12	Super-Scaffold_100009	8698611	156.054	131.599	143.8265
LG_12	Super-Scaffold_100009	8836637	156.054	131.762	143.908
LG_12	Super-Scaffold_100009	8854961	156.217	132.087	144.152
LG_12	Super-Scaffold_100009	8860871	156.217	132.087	144.152
LG_12	Super-Scaffold_100009	8867732	156.706	132.413	144.5595
LG_12	Super-Scaffold_100009	8952304	157.032	132.739	144.8855
LG_12	Super-Scaffold_100009	9039111	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039128	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039132	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039140	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039144	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039145	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039146	158.181	134.055	146.118
LG_12	Super-Scaffold_100009	9039206	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039210	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039214	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039216	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039217	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039220	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039238	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039242	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039258	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039262	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039265	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039267	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9039303	158.344	134.055	146.1995
LG_12	Super-Scaffold_100009	9182534	161.011	136.381	148.696
LG_12	Super-Scaffold_100009	9182829	161.011	136.381	148.696
LG_12	Super-Scaffold_100009	9211637	161.337	137.034	149.1855
LG_12	Super-Scaffold_100009	9335891	164.004	140.045	152.0245
LG_12	Super-Scaffold_100009	9335947	164.004	140.045	152.0245
LG_12	Super-Scaffold_100009	9712704	169.489	144.455	156.972
LG_12	Super-Scaffold_100009	9989798	171.815	146.105	158.96
LG_12	Super-Scaffold_100009	10033064	171.978	146.431	159.2045
LG_12	Super-Scaffold_100009	10045514	171.978	146.431	159.2045
LG_12	Super-Scaffold_100009	10045563	171.978	146.431	159.2045
LG_12	Super-Scaffold_100009	10184041	172.796	147.415	160.1055
LG_12	Super-Scaffold_100009	10207118	172.796	147.415	160.1055
LG_12	Super-Scaffold_100009	10221345	172.959	147.415	160.187
LG_12	Super-Scaffold_100009	10221512	172.959	147.415	160.187
LG_12	Super-Scaffold_100009	10261744	173.121	147.415	160.268
LG_12	Super-Scaffold_100009	10265022	173.121	147.415	160.268
LG_12	Super-Scaffold_100009	10265349	173.121	147.415	160.268
LG_12	Super-Scaffold_100009	10322567	173.775	147.577	160.676
LG_12	Super-Scaffold_100009	10436909	176.271	149.903	163.087
LG_12	Super-Scaffold_100009	10436951	176.271	149.903	163.087
LG_12	Super-Scaffold_100009	10437028	176.271	149.903	163.087
LG_12	Super-Scaffold_100009	10437054	176.271	150.229	163.25
LG_12	Super-Scaffold_100009	10471633	177.089	150.555	163.822
LG_12	Super-Scaffold_100009	10609215	177.743	151.044	164.3935
LG_12	Super-Scaffold_100009	10674909	178.069	152.36	165.2145
LG_12	Super-Scaffold_100009	10736742	178.722	152.523	165.6225
LG_12	Super-Scaffold_100009	10742579	178.885	152.523	165.704
LG_12	Super-Scaffold_100009	10864969	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	10864973	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	10864975	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	10864978	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	10864985	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	10865095	180.535	153.176	166.8555
LG_12	Super-Scaffold_100009	11137327	183.546	154.326	168.936
LG_12	Super-Scaffold_100009	11138284	183.546	154.326	168.936
LG_12	Super-Scaffold_100009	11155877	183.546	154.815	169.1805
LG_12	Super-Scaffold_100009	11209323	183.546	154.978	169.262
LG_12	Super-Scaffold_100009	11209601	183.546	155.14	169.343
LG_12	Super-Scaffold_100009	11209624	183.709	155.14	169.4245
LG_12	Super-Scaffold_100009	11433091	186.548	157.808	172.178
LG_12	Super-Scaffold_100009	11527421	188.535	159.29	173.9125
LG_12	Super-Scaffold_100009	11617291	191.546	161.958	176.752
LG_12	Super-Scaffold_100009	11651495	192.529	162.776	177.6525
LG_12	Super-Scaffold_100009	11651496	192.529	162.776	177.6525
LG_12	Super-Scaffold_100009	11651638	192.529	163.102	177.8155
LG_12	Super-Scaffold_100009	11651785	192.529	163.102	177.8155
LG_12	Super-Scaffold_100009	11910726	195.713	165.941	180.827
LG_12	Super-Scaffold_100009	11939687	195.876	165.941	180.9085
LG_12	Super-Scaffold_100009	11953788	196.038	165.941	180.9895
LG_12	Super-Scaffold_100009	11980038	196.364	165.941	181.1525
LG_12	Super-Scaffold_100009	11980155	196.364	166.103	181.2335
LG_12	Super-Scaffold_100009	12000317	196.69	166.429	181.5595
LG_12	Super-Scaffold_100009	12000325	196.69	166.429	181.5595
LG_12	Super-Scaffold_100009	12080027	197.673	167.578	182.6255
LG_12	Super-Scaffold_100009	12328242	199.999	170.075	185.037
LG_12	Super-Scaffold_100009	12369229	201.315	170.893	186.104
LG_12	Super-Scaffold_100009	12566563	203.134	172.376	187.755
LG_12	Super-Scaffold_100009	12701932	203.952	173.029	188.4905
LG_12	Super-Scaffold_100009	12702036	203.952	173.029	188.4905
LG_12	Super-Scaffold_100009	12757023	204.441	173.355	188.898
LG_12	Super-Scaffold_100009	12790950	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12791045	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12791125	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12791135	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12791136	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12796530	204.604	173.681	189.1425
LG_12	Super-Scaffold_100009	12882004	205.92	175.331	190.6255
LG_12	Super-Scaffold_100009	12891573	206.409	175.657	191.033
LG_12	Super-Scaffold_100009	12955294	206.409	175.657	191.033
LG_12	Super-Scaffold_100009	13016365	207.227	176.475	191.851
LG_12	Super-Scaffold_100009	13066051	208.543	177.129	192.836
LG_12	Super-Scaffold_100009	13100982	208.543	177.129	192.836
LG_12	Super-Scaffold_100009	13110178	208.706	177.129	192.9175
LG_12	Super-Scaffold_100009	13172169	208.869	177.129	192.999
LG_12	Super-Scaffold_100009	13172174	208.869	177.129	192.999
LG_12	Super-Scaffold_100009	13172500	208.869	177.129	192.999
LG_12	Super-Scaffold_100009	13203750	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13203752	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13203753	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13203757	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13203758	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13203760	209.031	177.292	193.1615
LG_12	Super-Scaffold_100009	13204596	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13233198	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13233241	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13233253	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13250803	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13286500	209.357	177.454	193.4055
LG_12	Super-Scaffold_100009	13344091	209.683	177.78	193.7315
LG_12	Super-Scaffold_100009	13370270	209.683	177.78	193.7315
LG_12	Super-Scaffold_100009	13381753	210.666	178.269	194.4675
LG_12	Super-Scaffold_100009	13403981	210.666	178.269	194.4675
LG_12	Super-Scaffold_100009	13404044	210.666	178.269	194.4675
LG_12	Super-Scaffold_100009	13427422	210.829	178.432	194.6305
LG_12	Super-Scaffold_100009	13452468	210.829	178.432	194.6305
LG_12	Super-Scaffold_100009	13649554	211.318	179.085	195.2015
LG_12	Super-Scaffold_100009	13713519	211.481	179.085	195.283
LG_12	Super-Scaffold_100009	13785555	211.807	179.411	195.609
LG_12	Super-Scaffold_100009	13792746	211.807	179.411	195.609
LG_12	Super-Scaffold_100009	13800336	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13800545	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13833239	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13834098	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13920288	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13969061	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	13988192	212.132	179.737	195.9345
LG_12	Super-Scaffold_100009	14057535	212.295	179.737	196.016
LG_13	Super-Scaffold_100017	94108	0	0	0
LG_13	Super-Scaffold_100017	164250	0	0	0
LG_13	Super-Scaffold_100017	164311	0	0	0
LG_13	Super-Scaffold_100017	164470	0	0	0
LG_13	Super-Scaffold_100017	233613	0	0.326	0.163
LG_13	Super-Scaffold_100017	233619	0	0.326	0.163
LG_13	Super-Scaffold_100017	233622	0	0.326	0.163
LG_13	Super-Scaffold_100017	318355	0	0.326	0.163
LG_13	Super-Scaffold_100017	318379	0	0.326	0.163
LG_13	Super-Scaffold_100017	318380	0	0.326	0.163
LG_13	Super-Scaffold_100017	318389	0	0.326	0.163
LG_13	Super-Scaffold_100017	318426	0	0.326	0.163
LG_13	Super-Scaffold_100017	399406	0	0.488	0.244
LG_13	Super-Scaffold_100017	399463	0	0.488	0.244
LG_13	Super-Scaffold_100017	399752	0	0.488	0.244
LG_13	Super-Scaffold_100017	585073	0.654	1.142	0.898
LG_13	Super-Scaffold_100017	596397	0.979	1.142	1.0605
LG_13	Super-Scaffold_100017	819863	3.476	2.792	3.134
LG_13	Super-Scaffold_100017	819982	3.476	2.792	3.134
LG_13	Super-Scaffold_100017	933009	4.129	3.942	4.0355
LG_13	Super-Scaffold_100017	1071166	6.116	5.425	5.7705
LG_13	Super-Scaffold_100017	1294494	8.103	7.075	7.589
LG_13	Super-Scaffold_100017	1294514	8.103	7.075	7.589
LG_13	Super-Scaffold_100017	1294611	8.103	7.075	7.589
LG_13	Super-Scaffold_100017	1294657	8.103	7.075	7.589
LG_13	Super-Scaffold_100017	1294762	8.103	7.075	7.589
LG_13	Super-Scaffold_100017	1393403	8.593	8.391	8.492
LG_13	Super-Scaffold_100017	1492715	11.432	10.041	10.7365
LG_13	Super-Scaffold_100017	1492723	11.432	10.041	10.7365
LG_13	Super-Scaffold_100017	1925636	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	1925650	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	1925663	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	1925764	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	1925810	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	1925813	16.197	14.451	15.324
LG_13	Super-Scaffold_100017	2359657	20.43	18.156	19.293
LG_13	Super-Scaffold_100017	2375681	20.919	18.482	19.7005
LG_13	Super-Scaffold_100017	2407647	20.919	18.644	19.7815
LG_13	Super-Scaffold_100017	2491764	21.409	19.298	20.3535
LG_13	Super-Scaffold_100017	2625352	22.227	20.282	21.2545
LG_13	Super-Scaffold_100017	2627265	22.389	20.282	21.3355
LG_13	Super-Scaffold_100017	2627290	22.389	20.282	21.3355
LG_13	Super-Scaffold_100017	2638419	22.552	20.282	21.417
LG_13	Super-Scaffold_100017	2638736	22.552	20.282	21.417
LG_13	Super-Scaffold_100017	2638766	22.552	20.282	21.417
LG_13	Super-Scaffold_100017	2638850	22.878	20.282	21.58
LG_13	Super-Scaffold_100017	2638852	22.878	20.282	21.58
LG_13	Super-Scaffold_100017	2638860	22.878	20.282	21.58
LG_13	Super-Scaffold_100017	2638915	22.878	20.282	21.58
LG_13	Super-Scaffold_100017	2638950	22.878	20.282	21.58
LG_13	Super-Scaffold_100017	2711470	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711471	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711484	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711618	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711621	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711622	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2711626	24.528	21.598	23.063
LG_13	Super-Scaffold_100017	2731145	27.712	22.251	24.9815
LG_13	Super-Scaffold_100017	2731156	27.712	22.251	24.9815
LG_13	Super-Scaffold_100017	2731159	27.712	22.251	24.9815
LG_13	Super-Scaffold_100017	2731166	27.712	22.251	24.9815
LG_13	Super-Scaffold_100017	2731205	27.712	22.251	24.9815
LG_13	Super-Scaffold_100017	2731212	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731214	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731222	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731239	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731243	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731248	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731249	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731253	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731273	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731284	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731286	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731294	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731297	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2731300	27.874	22.251	25.0625
LG_13	Super-Scaffold_100017	2769147	29.693	23.901	26.797
LG_13	Super-Scaffold_100017	2769208	29.693	23.901	26.797
LG_13	Super-Scaffold_100017	2816268	30.018	24.064	27.041
LG_13	Super-Scaffold_100017	2816440	30.018	24.064	27.041
LG_13	Super-Scaffold_100017	2829794	30.344	24.39	27.367
LG_13	Super-Scaffold_100017	2829810	30.344	24.39	27.367
LG_13	Super-Scaffold_100017	2829853	30.344	24.552	27.448
LG_13	Super-Scaffold_100017	2896058	32.163	25.371	28.767
LG_13	Super-Scaffold_100017	2899955	32.488	25.696	29.092
LG_13	Super-Scaffold_100017	2920353	32.814	26.35	29.582
LG_13	Super-Scaffold_100017	2946137	32.977	26.35	29.6635
LG_13	Super-Scaffold_100017	3183153	36.16	29.534	32.847
LG_13	Super-Scaffold_100017	3428088	37.979	31.69	34.8345
LG_13	Super-Scaffold_100017	3428122	37.979	31.69	34.8345
LG_13	Super-Scaffold_100017	3428217	37.979	31.69	34.8345
LG_13	Super-Scaffold_100017	3428238	37.979	31.69	34.8345
LG_13	Super-Scaffold_100017	3428282	37.979	31.69	34.8345
LG_13	Super-Scaffold_100017	3793336	42.744	35.746	39.245
LG_13	Super-Scaffold_100017	3849412	42.907	35.746	39.3265
LG_13	Super-Scaffold_100017	3996190	46.612	38.93	42.771
LG_13	Super-Scaffold_100017	3996192	46.775	38.93	42.8525
LG_13	Super-Scaffold_100017	4054971	48.425	40.246	44.3355
LG_13	Super-Scaffold_100017	4055053	48.425	40.246	44.3355
LG_13	Super-Scaffold_100017	4055088	48.425	40.246	44.3355
LG_13	Super-Scaffold_100017	4124000	49.409	41.064	45.2365
LG_13	Super-Scaffold_100017	4142136	49.571	41.064	45.3175
LG_13	Super-Scaffold_100017	4184803	50.225	41.882	46.0535
LG_13	Super-Scaffold_100017	4285295	51.043	42.536	46.7895
LG_13	Super-Scaffold_100017	4378672	51.369	43.19	47.2795
LG_13	Super-Scaffold_100017	4428672	52.023	43.515	47.769
LG_13	Super-Scaffold_100017	4428697	52.023	43.515	47.769
LG_13	Super-Scaffold_100017	4428759	52.023	43.515	47.769
LG_13	Super-Scaffold_100017	4428764	52.023	43.515	47.769
LG_13	Super-Scaffold_100017	4428770	52.023	43.515	47.769
LG_13	Super-Scaffold_100017	4430543	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430570	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430602	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430608	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430629	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430656	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430657	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4430692	52.348	43.515	47.9315
LG_13	Super-Scaffold_100017	4436720	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4444030	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465259	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465337	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465338	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465374	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465387	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465412	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465449	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465455	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465464	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465465	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465503	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465643	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4465666	53.167	44.169	48.668
LG_13	Super-Scaffold_100017	4656607	53.492	44.332	48.912
LG_13	Super-Scaffold_100017	4685806	53.982	44.494	49.238
LG_13	Super-Scaffold_100017	4685978	53.982	44.494	49.238
LG_13	Super-Scaffold_100017	5005179	56.478	47.161	51.8195
LG_13	Super-Scaffold_100017	5018335	56.968	47.651	52.3095
LG_13	Super-Scaffold_100017	5021078	56.968	47.651	52.3095
LG_13	Super-Scaffold_100017	5021331	56.968	47.651	52.3095
LG_13	Super-Scaffold_100017	5245199	60.325	49.807	55.066
LG_13	Super-Scaffold_100017	5245210	60.325	49.807	55.066
LG_13	Super-Scaffold_100017	5245284	60.325	49.807	55.066
LG_13	Super-Scaffold_100017	5245347	60.325	49.807	55.066
LG_13	Super-Scaffold_100017	5289278	62.143	50.791	56.467
LG_13	Super-Scaffold_100017	5289286	62.143	50.791	56.467
LG_13	Super-Scaffold_100017	5289338	62.143	50.791	56.467
LG_13	Super-Scaffold_100017	5289364	62.143	50.791	56.467
LG_13	Super-Scaffold_100017	5289365	62.143	50.791	56.467
LG_13	Super-Scaffold_100017	5328032	62.632	51.28	56.956
LG_13	Super-Scaffold_100017	5328038	62.632	51.28	56.956
LG_13	Super-Scaffold_100017	5328116	62.632	51.28	56.956
LG_13	Super-Scaffold_100017	5328254	62.632	51.28	56.956
LG_13	Super-Scaffold_100017	5328288	62.632	51.28	56.956
LG_13	Super-Scaffold_100017	5581195	63.616	52.098	57.857
LG_13	Super-Scaffold_100017	5581266	63.616	52.098	57.857
LG_13	Super-Scaffold_100017	5588509	63.616	52.098	57.857
LG_13	Super-Scaffold_100017	5588535	63.616	52.098	57.857
LG_13	Super-Scaffold_100017	5614440	63.779	52.261	58.02
LG_13	Super-Scaffold_100017	5665935	64.104	52.587	58.3455
LG_13	Super-Scaffold_100017	5685438	64.104	52.587	58.3455
LG_13	Super-Scaffold_100017	5845680	64.758	53.24	58.999
LG_13	Super-Scaffold_100017	5845712	64.758	53.24	58.999
LG_13	Super-Scaffold_100017	5885473	65.907	53.894	59.9005
LG_13	Super-Scaffold_100017	5885500	65.907	53.894	59.9005
LG_13	Super-Scaffold_100017	5885510	65.907	53.894	59.9005
LG_13	Super-Scaffold_100017	5885513	65.907	53.894	59.9005
LG_13	Super-Scaffold_100017	5929138	66.07	54.22	60.145
LG_13	Super-Scaffold_100017	6053310	66.233	54.22	60.2265
LG_13	Super-Scaffold_100017	6080792	66.558	54.545	60.5515
LG_13	Super-Scaffold_100017	6151033	67.874	55.861	61.8675
LG_13	Super-Scaffold_100017	6203106	67.874	55.861	61.8675
LG_13	Super-Scaffold_100017	6217897	68.858	56.024	62.441
LG_13	Super-Scaffold_100017	6217913	68.858	56.024	62.441
LG_13	Super-Scaffold_100017	6217927	68.858	56.024	62.441
LG_13	Super-Scaffold_100017	6217951	68.858	56.024	62.441
LG_13	Super-Scaffold_100017	6217981	68.858	56.024	62.441
LG_13	Super-Scaffold_100017	6218170	68.858	56.187	62.5225
LG_13	Super-Scaffold_100017	6218183	68.858	56.187	62.5225
LG_13	Super-Scaffold_100017	6218221	68.858	56.349	62.6035
LG_13	Super-Scaffold_100017	6305440	69.676	57.168	63.422
LG_13	Super-Scaffold_100017	6305443	69.676	57.168	63.422
LG_13	Super-Scaffold_100017	6305446	69.676	57.168	63.422
LG_13	Super-Scaffold_100017	6305473	69.676	57.168	63.422
LG_13	Super-Scaffold_100017	6373722	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373746	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373776	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373828	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373855	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373868	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6373948	70.002	57.493	63.7475
LG_13	Super-Scaffold_100017	6402289	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6402331	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6402335	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6402359	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6402387	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6402492	70.656	57.493	64.0745
LG_13	Super-Scaffold_100017	6856365	72.812	59.144	65.978
LG_13	Super-Scaffold_100017	7312917	81.283	66.851	74.067
LG_13	Super-Scaffold_100017	7434983	81.608	67.669	74.6385
LG_13	Super-Scaffold_100017	7674452	84.792	70.508	77.65
LG_13	Super-Scaffold_100017	7674458	84.792	70.508	77.65
LG_13	Super-Scaffold_100017	7936305	86.61	72.327	79.4685
LG_13	Super-Scaffold_100017	7936407	86.61	72.327	79.4685
LG_13	Super-Scaffold_100017	8024879	86.773	72.489	79.631
LG_13	Super-Scaffold_100017	8109628	87.923	73.972	80.9475
LG_13	Super-Scaffold_100017	8385603	93.227	77.329	85.278
LG_13	Super-Scaffold_100017	8514264	94.543	78.479	86.511
LG_13	Super-Scaffold_100017	8574286	94.868	78.968	86.918
LG_13	Super-Scaffold_100017	8608834	94.868	79.294	87.081
LG_13	Super-Scaffold_100017	8874971	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8874973	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8874985	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8874994	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8874999	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8875003	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8875006	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	8875034	96.855	81.45	89.1525
LG_13	Super-Scaffold_100017	9450866	100.912	86.037	93.4745
LG_13	Super-Scaffold_100017	9578052	101.237	86.2	93.7185
LG_13	Super-Scaffold_100017	9580680	101.237	86.2	93.7185
LG_13	Super-Scaffold_100017	9792388	101.727	86.689	94.208
LG_13	Super-Scaffold_100017	9911687	101.727	86.852	94.2895
LG_13	Super-Scaffold_100017	10253862	102.38	87.505	94.9425
LG_13	Super-Scaffold_100017	10403384	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10504705	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10685819	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10698078	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10768796	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10768913	102.706	87.505	95.1055
LG_13	Super-Scaffold_100017	10800708	102.869	87.505	95.187
LG_13	Super-Scaffold_100017	10800717	102.869	87.505	95.187
LG_13	Super-Scaffold_100017	10800732	102.869	87.505	95.187
LG_13	Super-Scaffold_100017	10800775	102.869	87.505	95.187
LG_13	Super-Scaffold_100017	11137988	102.869	87.505	95.187
LG_13	Super-Scaffold_100038	764447	103.031	87.505	95.268
LG_13	Super-Scaffold_100038	866591	103.031	87.505	95.268
LG_13	Super-Scaffold_100038	879494	103.031	87.505	95.268
