Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height			
12/13/17	11:46:00	F5	686	1	23.82	7.01	2.87	24.58	13.4	27.94	12.35	13.26	16.34	15.19	1.89	0.93			
3/24/18	10:46:00	F5	690	1	23.77	7.13	2.8	23.11	15.07	27.96	12.53	13.49	16.21	13.49	1.61	1.03		pgh	
3/26/18	10:59:00	F5	690	1	23.84	7.67	2.87	24.76	15.75	30.01	12.09	14.41	18.02	13.73	1.47	1.02		pgh	
3/16/18	11:32:00	F5	690	1	23.55	6.59	2.59	20.24	14.57	25.82	11.29	12.92	14.73	11.63	1.37	0.94		Ph	
12/11/17	10:47:00	F5	692	1	19.14	6.39	2.53	23.2	14.19	23.72	9.76	13.73	16.13	12.98	1.67	1			
11/13/17	10:49:00	F5	692	1	20.57	6.54	2.36	20.68	13.53	23.95	11.26	12.99	15.92	12.41	1.49	1.05			
12/9/17	10:49:00	F5	692	1	22.4	6.18	2.47	21.6	13.99	25.93	11.37	13.58	15.72	12.39	1.68	0.99			
11/14/17	10:12:00	F5	693	1	20.51	6.25	2.45	23.83	13.14	25.62	11.43	14.98	17.9	15.06	1.83	0.88			
3/9/18	10:22:00	F5	693	1	20.79	5.37	2.66	20.37	14.01	24.58	11.94	12.8	15.02	12.47	1.45	0.94		Wh	
3/26/18	11:13:00	F5	693	1	22.49	5.5	2.73	21	14.04	25.74	11.21	15.11	16.87	13.37	1.57	0.85		wh	
1/8/18	9:59:00	F5	694	1	22.38	6.48	2.49	19.86	12.45	24.65	13.15	11.81	14.32	13.46	1.42	0.89			
11/22/17	11:03:00	F5	694	1	25.77	7.36	2.61	22.67	11.83	26.83	14.43	12.89	15.1	13.7	1.58	0.93			
3/8/18	11:54:00	F5	694	1	23	6.63	2.54	20.11	13.04	24.02	12.46	11.48	13.38	13.97	1.56	1.02		gh	np
12/13/17	10:16:00	F5	696	2	24.06	6.46	2.45	23.46	16.88	29.59	12.11	14.69	16.52	16.1	1.48	1.1			
2/7/18	10:45:00	F5	696	1	23.16	5.74	2.46	23.28	16.44	28.63	11.77	13.06	14.9	16.45	1.61	0.97		pgh	
2/2/18	11:06:00	F5	696	1	23.87	5.94	2.48	23.71	16.98	29.44	11.65	12.91	14.78	15.18	1.6	0.97		ph	
1/3/18	10:28:00	F5	698	1	20.72	5.83	2.29	19.21	12.5	23.66	11.55	11.2	13.82	12.45	1.57	0.8			
11/7/17	11:36:00	F5	698	1	20.22	6.85	2.35	25.16	14.99	26.56	10.69	13.12	16.83	14.56	1.93	0.91			
12/31/17	11:52:00	F5	698	1	20.04	6.35	2.38	20.35	13.54	24.21	11.46	10.68	13.99	13.08	1.49	0.78			
12/9/17	10:53:00	L	707	1	15.81	4.96	2.35	15.78	11.15	18.78	10.22	10	11.8	9.76	1.29	0.98			
11/28/17	11:05:00	L	707	1	15.27	6.4	2.73	17.74	11.06	19.09	11.41	10.75	12.41	10.81	1.62	0.8			
11/30/17	11:14:00	L	707	1	15.98	5.2	2.43	17.87	12.59	20.65	11.48	10.81	12.66	10.95	1.49	1.08			
1/3/18	10:31:00	F5	710	1	19.85	6	2.19	20.91	13.86	23.59	9.81	13.51	15.83	13.37	1.44	0.85			
12/15/17	11:06:00	F5	710	1	21.25	6.39	2.46	25.13	15.43	27.65	10.26	15.44	18.33	15.81	1.63	0.96			
11/1/17	11:57:00	F5	710	1	19.78	5.94	2.94	24.22	15.58	26.13	9.98	16.22	18.91	15.24	1.73	1.08			
12/17/17	10:07:00	F5	715	1	21.14	7.05	2.56	23.85	15.65	27.08	9.7	12.87	15.8	12.27	1.6	1			
12/15/17	10:45:00	F5	715	1	21.9	7.39	2.61	24.38	16.09	28.11	10.85	12.22	15.45	13.53	1.48	0.97			
11/28/17	11:09:00	F5	715	1	19.27	7.72	2.74	22.41	13.87	24.93	10.3	11.23	14.46	12.13	1.58	0.88	sterile		
1/19/18	9:55:00	F5	721	1	20.84	6.19	2.34	23.11	14.69	27.34	11.88	13.45	15.82	14.27	1.78	0.95		gh	
1/8/18	10:05:00	F5	721	1	22.57	6.34	2.58	22.99	16.14	27.35	12.62	15.09	16.82	15.04	1.78	1.03			
12/31/17	10:24:00	F5	721	1	21.17	5.16	2.49	24.97	15.71	27.71	13.57	13.13	15.91	15.71	1.69	0.81			
1/8/18	10:08:00	F5	722	1	21.33	6.24	2.31	21.94	14.62	26.76	12.63	14.19	16.93	13.58	1.37	0.95			
3/9/18	10:14:00	F5	722	1	18.68	5.67	2.44	21.13	14.44	24.81	12.57	12.16	14.3	11.52	1.39	0.98		ph	
3/11/18	11:35:00	F5	722	1	24.08	6.39	2.89	24.05	16.73	29.18	13.03	15.36	17.51	14.2	1.54	1.03		pgh	
1/8/18	10:11:00	F5	723	1	21.47	6.5	2.51	25.08	15.86	28.45	10.58	15.18	17.56	16.4	1.7	0.91			
11/11/17	10:28:00	F5	723	1	19.71	5.59	2.25	23.93	15.33	27.56	10.2	15.7	18.08	15.56	1.73	1			
1/24/18	11:01:00	F5	723	1	21.89	6.2	2.53	25.24	17.66	29.64	10.59	14.55	18.6	16.3	1.79	1.03		pgh	
11/7/17	10:25:00	F5	729	1	25.27	7.35	2.58	27.01	18.35	31.48	11.15	15.79	19.5	16.94	2.02	0.9			
12/7/17	10:28:00	F5	729	1	23.84	6.85	2.57	25.62	17.22	29.95	11.46	15.82	18.7	16.45	1.5	0.97			
12/13/17	11:59:00	F5	729	1	28.54	7.47	2.72	29.42	18.13	32.73	11.22	15.59	19.01	18.45	1.99	0.95			
2/11/18	10:03:00	C	730	2	29.59	6.98	2.6	27.81	18	33.06	11.89	16.52	19.67	16.09	1.56	1.1		ph	
1/19/18	10:08:00	C	730	1	30.06	7.48	2.69	25.6	17.34	32.89	12.49	15.67	19.41	14.73	1.65	0.93		ph	
11/11/17	10:33:00	C	730	1	26.59	8.34	2.35	29.47	17.5	33.12	12.17	16.57	18.95	15.94	1.72	1.24			
1/8/18	10:19:00	F5	735	1	21.28	6.19	2.48	22.66	13.38	26.37	10.96	12.89	15.7	15.14	1.83	0.88			
12/31/17	10:29:00	F5	735	1	19.01	5.59	2.56	21.94	13.75	24.19	10.18	12.35	14.18	13.39	1.66	0.94			
1/24/18	11:23:00	F5	735	1	18.69	5.45	2.46	21.54	13.87	24.32	10.07	11.97	14.15	12.99	1.6	0.99		ph	Ss
12/7/17	10:31:00	F5	737	1	27.18	6.54	2.65	23.78	14.59	30.07	12.16	15.27	18.36	16.19	1.58	1.08			
12/9/17	10:57:00	F5	737	1	25.18	6.49	2.6	21.92	13.92	27.61	11.42	14.42	17.15	15.75	1.88	1.05			
12/8/17	12:00:00	F5	737	1	24.36	5.93	2.48	20.52	13.65	26.98	11.42	14	16.6	15.29	1.65	1.04			
11/14/17	10:17:00	F5	738	1	20.02	4.94	2.57	25.4	15.95	25.76	12.48	13.44	15.71	15.24	1.62	1.04			
12/7/17	10:34:00	F5	738	1	21.39	5.97	2.63	25.06	15.87	28.53	11.15	13.1	17.37	15.58	1.47	1.02			
12/11/17	10:50:00	F5	738	1	20.58	4.95	2.44	21.37	13.23	25.38	11.04	12.53	15.39	15.18	1.32	0.97			
4/30/18	9:42:00	F5	740	1	19.52	6.05	2.33	20	13.22	23.94	9.43	13.12	14.96	14.08	1.6	0.98		gh	
4/28/18	9:55:00	F5	740	1	21.96	6.75	2.41	20.69	12.26	25.89	9.4	12.95	15.32	13.46	1.55	1.06		gh	
3/9/18	10:18:00	F5	740	1	17.08	5.52	2.48	20.27	14.17	22.87	10.26	12.58	14.28	12.82	1.42	0.99		gh	
1/19/18	10:04:00	F5	746	1	19.34	5.06	2.23	19.03	13.17	22.93	10.52	11.87	13.94	12.45	1.53	0.93		pgh	
2/8/18	10:08:00	F5	746	1	18.28	5.7	2.2	19.27	12.99	23.99	9.65	12.96	15.78	13.22	1.44	0.92		Ph	
2/2/18	11:09:00	F5	746	1	20.23	6.56	2.4	21.6	14.79	24.53	11.12	12.51	15.17	13.85	1.37	0.91		ph	
1/19/18	10:11:00	F5	747	1	20.19	5.61	2.49	18.5	12.06	22.56	10.56	11.93	13.73	11.39	1.56	0.94		pgh	
11/14/17	10:21:00	F5	747	1	20.81	6.77	2.45	20.49	11.62	23.55	11.3	13.06	15.43	13.1	1.46	0.95			
1/8/18	10:22:00	F5	747	1	22.99	6.03	2.62	20.41	13.11	24.62	10.98	13.16	15.65	12.95	1.49	0.93			
2/8/18	10:51:00	F5	751	1	21.57	6.2	2.54	24.51	15.34	27.96	10.92	12.39	14.91	13.08	1.5	1		gh	
11/24/17	11:00:00	F5	751	1	18.54	5.75	2.44	23.83	13.76	25.79	11.36	12.48	15.54	12.7	1.98	0.98			
11/5/17	11:20:00	F5	751	1	21.74	7.1	2.81	28.38	16.47	30.41	11.56	14.75	18.22	14.75	1.84	1.24			
1/19/18	10:18:00	F5	757	1	20.94	5.69	2.39	22.23	13.69	26.3	10.75	12.9	14.98	13.64	1.67	0.96		gh	
12/31/17	10:43:00	F5	757	1	26.26	6.58	2.74	28.02	20.06	31.98	12.5	14.66	17.35	15.27	2.08	0.98			
1/24/18	11:12:00	F5	757	1	21.56	6.07	2.53	25.63	16.65	29.06	10.24	13.98	16.62	15.91	1.58	0.95		wh	
4/18/18	9:51:00	F5	759	1	23.44	5.64	2.56	21.6	13.52	26.02	10.98	12.99	15.01	13.77	1.57	1		Wh	
4/22/18	10:49:00	F5	759	1	22.17	6.03	2.34	20.46	12.77	25.39	11.12	12.97	15.55	14.1	1.61	1.05		wh	
4/24/18	11:00:00	F5	759	1	24.63	7.04	2.71	22.58	15.63	28.46	11.7	11.96	16.88	14.67	1.53	1.07		wh	
2/23/18	9:59:00	F5	761	1	21.08	5.39	2.3	21.77	14.29	26.86	11.47	12.12	15.06	14.61	1.44	0.9		ph	
2/18/18	11:54:00	F5	761	1	22.01	6.88	2.56	23.39	15.56	27.59	11.36	12.94	15.56	14.47	1.3	1.03		ph	
2/24/18	11:55:00	F5	761	1	20.94	5.84	2.3	22.1	15.22	26.01	11.16	13.01	15.4	14.68	1.34	0.91		Ph	
2/8/18	10:15:00	F5	768	1	23.16	6.35	2.55	21.6	13.93	25.84	9.88	13.09	16.2	14.29	1.55	1.08		ph	
4/6/18	11:08:00	F5	768	1	18.72	6.44	2.62	21.57	9.85	24.16	8.67	11.61	13.23	11.58	1.42	0.92		pgh	
3/16/18	11:36:00	F5	768	1	21.38	6.39	2.89	21.7	13.7	26.06	9.69	14.01	16.18	13.67	1.48	1		Pgh	
1/8/18	10:29:00	F5	774	1	23.9	6.37	2.68	21.93	14.89	27.33	12.21	13.12	15.93	12.96	1.62	0.98			
1/19/18	10:31:00	F5	774	1	22.4	6.13	2.51	22.02	13.69	25.87	12.26	12.77	15.61	11.49	1.62	0.98		wh	
11/5/17	11:25:00	F5	774	2	22.41	6.37	2.66	22.84	14.87	25.55	11.05	14.42	16.22	12.88	1.98	1			
11/28/17	11:13:00	F5	778	2	22.45	7.63	2.45	22.72	13.91	26.74	11.78	14.64	17.1	17.12	1.83	0.99			
11/30/17	11:19:00	F5	778	1	23.62	7.53	2.62	24.46	16.05	29.05	11.95	13.9	16.86	17.34	1.88	1.11			
11/26/17	11:44:00	F5	778	1	22.8	7.07	2.94	24.01	14.9	28.43	12.73	14.15	17.01	16.57	1.62	0.96			
3/28/18	9:52:00	F5	782	1	19.62	6.63	2.52	22.8	15.72	27.09	11.1	12.88	16.16	14.52	1.56	0.93		Ph	
11/24/17	11:05:00	F5	782	2	21.29	6.07	2.36	22.1	14.39	27.05	9.97	14.73	16.78	15.36	1.66	1.07			
4/6/18	11:24:00	F5	782	1	21.2	6.5	2.49	22.58	15.67	27.27	9.49	13.71	16.38	15.78	1.68	0.95		ph	np
4/18/18	9:59:00	F5	785	1	24.53	5.92	2.61	25.88	16.06	30.53	13.22	14.85	17.64	14.37	1.47	0.84		Gh	
4/24/18	11:03:00	F5	785	1	25.46	7.42	2.66	25.47	16.25	30.7	13.92	15	17.75	14.33	1.38	0.85		gh	np
4/6/18	11:27:00	F5	785	1	23.89	7.28	2.29	24.85	15.4	29.04	12.82	12.62	16.3	13.28	1.4	0.82		gh	
2/7/18	10:06:00	F5	786	1	22.85	6.4	2.7	26.2	17.74	29.28	11.81	15.4	18	16.05	1.69	0.97		wh	
1/19/18	10:38:00	F5	786	1	22.22	5.27	2.47	23.24	15.09	27.05	11.94	13.97	15.83	13.54	1.78	0.9		gh	
2/18/18	12:00:00	F5	786	1	19.29	6.06	2.43	19.64	14.32	24.09	11.07	13.77	16.34	14.28	1.42	0.99		gh	
1/8/18	10:35:00	F5	789	1	23.73	5.91	2.11	22.39	14.04	26.01	10.14	13.08	16.81	15.07	1.59	1.04			
1/19/18	10:41:00	F5	789	2	23.73	6.25	2.18	20.5	13.06	26.04	10.69	13.75	16	14.07	1.65	1.09		ph	
12/31/17	10:46:00	F5	789	1	26.65	7.06	2.31	22.88	16.76	28.39	11.81	13.61	16.83	15.72	1.91	1.03			
4/4/18	9:54:00	F5	793	1	22.37	6.25	2.74	23.14	13.87	26.98	11.94	13.4	15.53	14.03	1.73	0.98		gh	np
4/18/18	10:03:00	F5	793	1	21.81	6.18	2.68	21.93	15.76	25.3	14.2	12.66	15.86	14.13	1.54	0.89		Gh	
4/6/18	11:30:00	F5	793	1	21.2	6.57	2.38	21.62	12.86	24.57	12.25	11.99	15.12	13.22	1.6	0.91		gh	
3/24/18	10:11:00	F5	798	1	22.93	7.19	2.92	23.57	12.66	28.84	9.76	14.13	17.12	15.08	1.6	1.1		Ph	Np
4/24/18	11:25:00	F5	798	1	22.54	6.67	2.67	23.06	14.74	28.06	10.47	13.44	16.83	14.44	1.57	0.85		ph	
3/16/18	11:40:00	F5	798	1	24.64	6.14	2.76	23.22	16.93	30.34	12.3	14.7	16.3	14.58	1.41	0.88		Ph	
1/1/18	10:41:00	F5	802	1	22.17	6.61	2.55	22.15	14.66	26.4	11.9	12.96	15.78	13.47	1.47	0.89			
11/11/17	11:44:00	F5	802	1	18.93	6.4	2.56	23.18	13.53	25.22	11.76	12.56	14.62	13.13	1.55	1.04			
12/31/17	11:55:00	F5	802	1	21.54	6.26	2.76	22.93	15.52	27.09	12.53	13.75	15.88	13.78	1.61	1			
11/28/17	11:17:00	F5	806	2	20.98	6.9	2.57	24.11	15.8	26.07	11.66	14.11	17.05	14.37	1.7	1.05			
11/5/17	11:30:00	F5	806	1	21.92	6.71	2.53	22.72	14.13	25.66	12.11	13.88	16.68	14.27	1.83	1.04			
11/26/17	11:58:00	F5	806	1	24.86	7.06	2.59	21.61	14.17	26.97	11.29	13.76	16.36	14.46	1.83	1.04			
3/15/18	10:13:00	F5	808	1	18.08	6.06	2.41	17.24	11.68	21.21	10.41	11.59	13.87	11.28	1.63	0.92		gh	
3/9/18	10:36:00	F5	808	1	18.3	6.46	2.49	19.22	12.77	22.72	10.45	11.35	13.32	10.74	1.53	0.91		wh	
3/11/18	11:53:00	F5	808	2	18.13	6.4	2.4	19.47	12.8	23.03	10.66	12.88	15.2	11.28	1.21	0.93		gh	
11/1/17	10:21:00	F5	820	1	22.98	8.22	3.01	26.15	17.59	30.02	11.67	16.2	18.64	16.36	2.02	1.13			
1/1/18	10:44:00	F5	820	1	23.84	6.84	2.54	23.89	15.92	28.07	11.95	14.15	16.89	15.6	1.73	0.99			
12/31/17	11:58:00	F5	820	1	23.9	6.77	2.64	22.84	15.47	27.94	12.16	13.74	17.04	15.72	1.69	1.07			
12/13/17	10:36:00	F5	824	1	23.73	6.52	2.32	25.6	16.69	29.41	12.02	14.96	18.94	15.09	1.46	0.86			
11/7/17	11:45:00	F5	824	1	23.84	7.81	2.55	26.68	17.87	29.87	12.33	15.41	19.13	16.07	1.66	0.9			
11/26/17	11:54:00	F5	824	1	19.18	6.23	2.35	23.62	14.29	25.9	10.01	13.59	16.35	13.34	1.57	0.91	no hairs		
12/1/17	10:55:00	F5	825	1	23.76	7.52	3.19	27.98	17.29	31.16	9.91	13.53	16.83	12.41	1.55	0.82		"trilobed, extra filent no anther"	
3/16/18	11:44:00	F5	825	1	19.6	6.42	2.55	21.17	14.48	25.4	9.26	12.15	15	11.09	1.45	0.94		Gh	
3/11/18	11:45:00	F5	825	1	19	6.17	2.53	23.66	14.74	27.73	9.8	12.69	14.64	10.76	1.51	0.97		gh	sterile
4/18/18	10:07:00	F5	827	1	16.58	5.18	2.56	20.5	14.67	23.39	10.09	11.25	13.14	12.41	1.29	0.78		Pgh	Np
4/22/18	10:53:00	F5	827	1	17.9	6.01	2.49	21.58	12.8	23.4	10.37	11.32	12.95	13.06	1.34	0.86		pgh	np
3/26/18	11:16:00	F5	827	1	17.25	6.13	2.41	19.09	13.11	22.76	8.41	11.23	12.71	12.58	1.35	0.83		ph	
3/15/18	10:17:00	F5	829	1	22.73	5.91	2.59	20.89	13.47	25.82	11.14	13.92	16.41	15.01	1.39	0.95		ph	
3/9/18	10:45:00	F5	829	1	22.86	6.7	2.42	22.04	15.42	26.54	11.06	13.78	15.98	14.64	1.39	0.97		ph	
3/13/18	11:23:00	F5	829	1	24.15	6.99	2.46	22.02	13.96	26.82	11.32	13.31	16.38	14.66	1.61	1		ph	
1/10/18	9:59:00	F5	830	1	23.66	7.73	2.77	24.78	15.38	28.56	12.92	13.29	15.03	13.13	1.58	0.93		wh	
11/28/17	10:23:00	F5	830	1	21.44	6.6	2.79	22.91	14.46	26.29	12.08	12.24	14.16	12.14	1.56	0.93			
1/8/18	10:42:00	F5	830	1	22.98	6.28	2.48	20.29	13.93	26.71	12.7	12.63	14.34	12.24	1.56	0.98			
4/18/18	10:10:00	F5	831	1	24.88	6.77	2.37	22.96	14.95	28.18	10.81	14.17	16.55	16.13	1.69	1		Ph	
11/16/17	11:08:00	F5	831	1	23.05	6.87	2.5	24.12	12.51	25.6	10.52	14.35	16.69	15.78	1.61	0.99			
4/24/18	11:22:00	F5	831	1	22.86	7.34	2.62	21.3	14.08	26.6	9.83	10.55	16.61	15.5	1.64	0.96		ph	
4/4/18	9:58:00	F5	834	1	22.59	6.19	2.68	24.47	14.35	27.85	11.78	14.44	16.86	14.53	1.6	1.06		pgh	
4/18/18	10:14:00	F5	834	1	20.37	5.91	2.48	22.41	14.4	26.75	12.65	12.95	15.9	13.54	1.45	1.03		Gh	Np
11/30/17	11:22:00	F5	834	1	21.26	5.53	2.27	22.63	15.12	26.54	12.48	12.91	16.33	13.47	1.76	1.13			
3/28/18	9:56:00	F5	843	1	22.07	6.68	2.46	21.45	14.12	27.23	9.19	13.59	16.99	13.31	1.56	0.88		Pgh	
4/18/18	10:31:00	F5	843	1	22.45	6.94	2.64	22.04	13.42	27.01	11.7	12.16	15.95	12.76	1.39	0.84		Pgh	Np
11/22/17	11:08:00	F5	843	1	22	7.05	2.53	23.95	13.81	27.65	11.58	14.54	17.58	13.83	1.62	1.03			
2/7/18	9:56:00	F5	847	1	22.94	7.27	2.47	22.66	15.32	26.88	11.12	14.44	16.61	13.24	1.67	1.09		ph	
11/13/17	10:57:00	F5	847	1	24.25	6.71	2.62	23.64	16.36	29.62	13.02	15.26	17.87	15.14	1.64	1.11			
1/19/18	11:00:00	F5	847	1	21.11	6.21	2.51	20.66	12.34	24.2	11.15	13.26	15.39	12.79	1.7	0.93		Ph	
3/24/18	10:59:00	F5	849	1	15.33	6.17	2.43	18.31	13.3	21.19	9.65	10.18	11.96	9.14	1.32	0.89		wh	np
3/26/18	11:02:00	F5	849	1	15.36	5.95	2.65	18.52	12.29	21.33	8.75	10.38	12.26	9.02	1.47	0.94		wh	np
3/16/18	11:51:00	F5	849	1	17.97	6.12	2.41	18.9	12.19	22.07	9.58	11.35	12.65	10.23	1.42	0.99		Wh	Np
2/16/18	10:40:00	L	851	1	15.94	4.35	2.31	16.51	11.73	19.34	9.77	11.17	12.77	11.63	1.35	0.87		gh	
2/8/18	10:57:00	L	851	1	14.64	5.12	2.29	17.76	11.99	20.31	9.26	10.33	12.67	11.02	1.34	0.77		gh	
2/25/18	11:04:00	L	851	1	15.97	5.26	2.2	16.95	11.52	19.34	10.5	9.7	11.11	9.71	1.49	0.93		gh	
3/9/18	10:48:00	F5	856	1	20.75	6.26	2.46	20.35	14.97	24.92	10.85	10.76	13.18	12.9	1.26	0.99		ph	
3/13/18	11:15:00	F5	856	1	19.31	5.59	2.32	18.82	12.46	22.56	9.71	10.61	12.06	11.8	1.35	0.99		pgh	
3/16/18	11:57:00	F5	856	1	23.29	7.38	2.64	22.14	15	27.56	11.22	12.95	15.09	13.22	1.39	1.02		ph	
3/16/18	9:38:00	F5	858	1	17.94	5.02	2.16	18.33	12.02	22.92	10.23	10.45	13.7	12.6	1.4	0.85		gh	
3/7/18	10:04:00	F5	858	1	18.58	5.31	2.26	20.37	12.51	23.81	10.03	11.74	14.83	11.39	1.38	1.03		pgh	
2/28/18	11:22:00	F5	858	1	19.25	5.31	2.4	20.77	15.27	25.06	10.45	12.58	16.02	12.94	1.54	0.99		gh	
3/6/18	9:41:00	F5	861	1	20.52	5.63	2.51	19.58	12.8	22.87	11.35	12.12	14.06	12.95	1.6	0.97		Gh	
3/4/18	11:05:00	F5	861	1	17.41	5.28	2.43	21.41	14.92	23.86	10.65	13.07	15.43	12.98	1.44	0.95		gh	
3/3/18	11:39:00	F5	861	1	18.12	5.62	2.42	20.25	13.53	22.96	10.55	11.78	14.48	11.78	1.36	0.9		gh	
2/7/18	9:51:00	F5	863	1	27.77	6.89	2.81	26.7	15.93	30.19	13.46	13.32	16.02	17.24	1.8	0.97		wh	
1/11/18	10:42:00	F5	863	1	27.67	8.01	3.09	29.73	19.16	34.09	14.88	14.5	17.3	19.16	1.64	1.1		wh	
1/19/18	11:03:00	F5	863	1	23.56	8.14	2.71	26.71	16.9	28.05	13.92	12.79	15.34	16.29	1.85	1.05		wh	
1/21/18	9:28:00	F5	865	1	24.81	6.26	2.37	22.39	15.21	27.19	10.55	12.79	16.73	15.37	1.49	1.06		Ph	
2/7/18	9:45:00	F5	865	1	24.81	6.89	2.36	24.91	14.5	28.14	10.3	14.08	16.44	15.95	1.44	0.98		ph	
2/16/18	10:46:00	F5	865	2	25.59	6.72	2.43	23.82	15.65	28.86	11.21	14.72	17.77	16.03	1.46	1.08		ph	
3/28/18	9:59:00	F5	871	1	19.09	6.51	2.33	20.44	14.22	24.45	8.39	12.86	14.39	13.05	1.22	0.93		ph	
3/15/18	10:20:00	F5	871	1	17.75	6.58	2.21	18.69	14.28	22.66	8.4	11.2	13.93	11.1	1.2	0.82		ph	
3/24/18	11:02:00	F5	871	1	19.52	7.02	2.46	18.85	13.51	23.95	8.76	12.53	14.91	13.5	1.3	0.86		ph	
4/29/18	10:16:00	F5	872	1	23.73	7.65	2.48	21.27	14.82	27.91	10.73	14.33	16.12	14.22	1.45	0.94		Wh	
5/3/18	10:49:00	F5	872	1	25.62	7.12	2.53	23.85	16.05	28.45	10.49	14.26	17.24	16.37	1.48	0.98		wh	
11/7/17	11:53:00	F5	872	1	25.35	7.24	2.58	26.1	16.98	30.27	10.83	16.28	18.83	16.2	1.99	1.02			
11/18/17	10:38:00	F5	873	1	21.69	7.46	2.53	23.88	13.94	26.46	12.86	13.76	15.76	14.44	1.98	1.07			
4/22/18	10:56:00	F5	873	1	22.09	6.57	2.47	22.43	14.81	27.36	11.26	14.35	17.28	15.24	1.32	0.92		gh	
3/24/18	11:05:00	F5	873	1	20.37	6.73	2.75	19.45	13.83	24.31	10.35	13.31	16.29	13.66	1.41	0.96		gh	
11/24/17	10:37:00	F5	877	1	18.33	4.75	2.46	21.45	11.66	23.12	11.32	11.86	14.71	14.48	1.63	1.11			
12/7/17	10:40:00	F5	877	1	20.05	5.57	2.43	23.06	13.04	25.02	10.09	13.05	16.13	15.21	1.43	1.1			
11/9/17	11:20:00	F5	877	1	19.95	5.92	2.45	24.02	13.83	25.99	10.82	13.52	16.06	14.66	1.69	1.07			
2/7/18	9:35:00	L	882	1	14.43	5.22	2.46	16.42	11.68	17.67	10.62	10.1	11.82	10.49	1.52	0.89		gh	
1/21/18	9:37:00	L	882	1	16.64	4.91	2.21	16.91	11.48	19.7	10.96	9.93	11.94	10.69	1.45	0.82		gh	
11/18/17	10:42:00	L	882	1	14.26	5.76	2.32	16.97	9.86	18.43	11.79	10.14	11.92	10.14	1.36	0.93			
12/1/17	10:59:00	F5	884	1	23.24	6.58	2.19	25.05	15.97	28.32	10.56	14.53	16.83	17.35	1.39	1.08			
11/24/17	11:10:00	F5	884	1	24.73	6.74	2.57	25.14	16.77	30.41	11.73	14.5	16.14	16.52	1.83	1.06			
11/7/17	11:58:00	F5	884	1	23.59	8.61	2.61	27.3	17.4	29.69	12.01	15.14	18.11	17.02	2.02	1.12			
3/2/18	10:01:00	F5	885	1	16.01	5.6	2.42	17.5	11	19.91	7.58	10.93	13.08	12.22	1.26	0.86		wh	
11/22/17	11:12:00	F5	885	1	20.48	7.32	2.39	22.81	14.27	25.21	11.32	13.69	15.61	14.47	1.72	0.94			
2/28/18	11:26:00	F5	885	1	17.96	5.88	2.44	19.92	12.77	22.27	8.22	11.61	14.11	13.93	1.45	0.87		wh	
2/7/18	9:32:00	L	891	1	14.55	5.3	2.57	16.31	10.45	17.88	10.47	9.28	11.14	9.99	1.39	0.96		gh	
3/24/18	10:18:00	L	891	1	15.4	5.44	2.09	16.21	10.58	18.85	8.73	11.06	12.62	10.19	1.28	0.85		Gh	
3/27/18	11:52:00	L	891	1	13.6	5.41	2.25	15.12	10.37	17.45	9.48	9.91	11.87	9.72	1.25	0.82		wh	
12/13/17	10:39:00	F5	892	1	20.11	7.05	2.46	22.86	15.47	25.86	10.66	13.53	16.42	12.01	1.66	0.91			
1/30/18	10:47:00	F5	892	1	21.34	5.69	2.66	23	15.22	27.08	11.39	12.18	15.22	12.36	1.32	0.96		Pgh	
11/13/17	11:51:00	F5	892	1	20.43	7.35	2.34	25.4	15.88	28.15	11.23	14.94	17.63	14.49	1.82	1.18			
1/21/18	9:44:00	F5	893	1	24.63	7.17	2.75	23.56	15.14	29.72	11.08	14	17.61	16.64	1.56	0.96		gh	
1/5/18	10:42:00	F5	893	1	24.7	7.64	2.76	24.55	15.39	29.26	12.39	13.93	17.84	16.38	1.46	0.96			
1/19/18	11:09:00	F5	893	1	23.55	5.53	2.53	22.7	13.72	28.29	11.22	13.67	16.31	13.89	1.61	0.96		gh	
2/11/18	9:59:00	F5	895	1	21.71	7.6	2.61	26.55	18.4	29.54	11.13	13.82	16.26	14.63	1.35	0.92		Ph	
11/3/17	10:19:00	F5	895	1	21.11	6.8	2.5	26.21	16.74	30.11	8.53	15.2	18.07	15.99	1.7	1.05			
2/7/18	10:52:00	F5	895	1	20.17	5.81	2.43	25.6	17.04	29.29	11.44	14.11	15.96	15.06	1.48	1.02		ph	
4/4/18	10:02:00	F5	897	1	21.61	5.84	2.52	21.56	14.2	26.18	10.12	13.38	15.31	12.42	1.38	0.85		gh	
4/18/18	10:39:00	F5	897	1	20.45	5.81	2.43	21.55	13.55	25.18	11.35	13.14	15.37	13.02	1.25	0.81		wh	
3/24/18	11:09:00	F5	897	1	20.93	5.53	2.59	20.73	13.5	24.84	10.18	12.04	14.51	12.66	1.53	0.88		gh	
11/7/17	10:29:00	F5	898	2	27.56	6.55	2.66	25.44	15.62	30.83	12.79	15.49	18.06	17.57	1.27	0.96			
4/18/18	10:42:00	F5	898	1	26.98	7.35	2.71	23.61	14.7	28.87	14.4	13.93	17.08	15.78	1.47	0.9		ph	
