"Scaffold"	"QTL1_ID"	"QTL2_ID"	"Linkage_Group"	"Midpoint"	"Marker"	"marker_genetic_pos"	"Num11"	"Num22"	"X11"	"X22"
"100019"	22	116	8	236.7	"100019_489268"	239.452	137	132	"CC"	"LL"
"100019"	35	139	8	210.6815	"100019_2754876"	210.6075	146	141	"CC"	"LL"
"100019"	50	91	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	50	74	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	21	35	8	214.04975	"100019_2490149"	213.9595	146	145	"CC"	"LL"
"100019"	8	74	8	198.185	"100019_4021217"	199.001	141	137	"CC"	"LL"
"100019"	35	123	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	123	139	8	223.38425	"100019_1708083"	223.1235	147	147	"CC"	"LL"
"100019"	91	116	8	200.587	"100019_3684730"	201.2425	143	136	"CC"	"LL"
"100019"	21	139	8	222.353	"100019_1708083"	223.1235	143	145	"CC"	"LL"
"100019"	21	116	8	222.353	"100019_1708083"	223.1235	143	145	"CC"	"LL"
"100019"	21	123	8	222.353	"100019_1708083"	223.1235	143	145	"CC"	"LL"
"100019"	22	123	8	236.7	"100019_489268"	239.452	137	132	"CC"	"LL"
"100019"	8	91	8	200.587	"100019_3684730"	201.2425	143	136	"CC"	"LL"
"100019"	8	21	8	222.353	"100019_1708083"	223.1235	143	145	"CC"	"LL"
"100019"	116	139	8	223.38425	"100019_1708083"	223.1235	147	147	"CC"	"LL"
"100019"	35	91	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	74	139	8	211.99425	"100019_2683954"	211.67	146	142	"CC"	"LL"
"100019"	35	74	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	8	116	8	205.1755	"100019_3311427"	205.669	143	136	"CC"	"LL"
"100019"	74	123	8	198.185	"100019_4021217"	199.001	141	137	"CC"	"LL"
"100019"	21	50	8	214.04975	"100019_2490149"	213.9595	146	145	"CC"	"LL"
"100019"	91	139	8	214.39625	"100019_2490149"	213.9595	146	145	"CC"	"LL"
"100024"	6	72	5	169.8725	"100024_2957110"	169.8545	172	118	"CC"	"LL"
"100024"	58	86	5	169.8725	"100024_2957015"	169.8545	172	118	"CC"	"LL"
"100024"	18	47	5	169.8725	"100024_2957110"	169.8545	172	118	"CC"	"LL"
"100024"	32	47	5	169.8725	"100024_2957015"	169.8545	172	118	"CC"	"LL"
"100024"	18	87	5	200.5135	"100024_639293"	200.885	157	133	"CC"	"LL"
"100024"	7	87	5	200.5135	"100024_639293"	200.885	157	133	"CC"	"LL"
"100024"	72	86	5	169.8725	"100024_2956991"	169.8545	172	118	"CC"	"LL"
"100024"	18	32	5	166.06775	"100024_3437336"	167.7815	166	116	"CC"	"LL"
"100024"	6	32	5	166.06775	"100024_3507820"	167.7815	166	116	"CC"	"LL"
"100024"	7	48	5	200.5135	"100024_639318"	200.885	157	133	"CC"	"LL"
"100024"	18	58	5	166.2635	"100024_3437336"	167.7815	166	116	"CC"	"LL"
"100024"	58	87	5	200.10575	"100024_639318"	200.885	153	125	"CC"	"LL"
"100024"	32	58	5	166.06775	"100024_3437336"	167.7815	166	116	"CC"	"LL"
"100024"	32	86	5	169.8725	"100024_2957117"	169.8545	172	118	"CC"	"LL"
"100024"	18	72	5	169.8725	"100024_2957060"	169.8545	172	118	"CC"	"LL"
"100024"	47	58	5	169.8725	"100024_2957079"	169.8545	172	118	"CC"	"LL"
"100024"	48	87	5	200.5135	"100024_639318"	200.885	157	133	"CC"	"LL"
"100024"	58	72	5	169.8725	"100024_2956991"	169.8545	172	118	"CC"	"LL"
"100024"	6	86	5	169.8725	"100024_2957067"	169.8545	172	118	"CC"	"LL"
"100024"	32	72	5	169.8725	"100024_2957015"	169.8545	172	118	"CC"	"LL"
"100024"	7	18	5	200.5135	"100024_639293"	200.885	157	133	"CC"	"LL"
"100024"	47	72	5	169.8725	"100024_2957067"	169.8545	172	118	"CC"	"LL"
"100024"	6	18	5	164.69725	"100024_3686859"	163.722	165	116	"CC"	"LL"
"100024"	18	86	5	169.8725	"100024_2957079"	169.8545	172	118	"CC"	"LL"
"100024"	6	58	5	164.69725	"100024_3686681"	163.722	165	116	"CC"	"LL"
"100024"	7	58	5	200.10575	"100024_639293"	200.885	153	125	"CC"	"LL"
"100024"	6	47	5	169.8725	"100024_2957060"	169.8545	172	118	"CC"	"LL"
"100024"	48	58	5	200.10575	"100024_639293"	200.885	153	125	"CC"	"LL"
"100024"	18	48	5	200.5135	"100024_639318"	200.885	157	133	"CC"	"LL"
"100024"	47	86	5	169.8725	"100024_2957079"	169.8545	172	118	"CC"	"LL"
"100025"	119	128	13	129.31375	"100025_2543556"	130.5235	141	144	"LL"	"CC"
"100025"	96	101	13	145.73325	"100025_1495484"	145.988	145	151	"LL"	"CC"
"100025"	78	128	13	142.3425	"100025_1926283"	142.9585	137	154	"LL"	"CC"
"100025"	119	144	13	127.125	"100025_2735679"	126.73	144	145	"LL"	"CC"
"100025"	101	144	13	127.125	"100025_2735679"	126.73	144	145	"LL"	"CC"
"100025"	101	119	13	129.31375	"100025_2543556"	130.5235	141	144	"LL"	"CC"
"100025"	96	144	13	139.664	"100025_1963802"	141.6415	128	143	"LL"	"CC"
"100025"	96	119	13	141.85275	"100025_1963802"	141.6415	137	154	"LL"	"CC"
"100025"	78	144	13	139.664	"100025_1963802"	141.6415	128	143	"LL"	"CC"
"100025"	96	128	13	142.3425	"100025_1926283"	142.9585	137	154	"LL"	"CC"
"100025"	78	101	13	145.73325	"100025_1473618"	145.988	145	151	"LL"	"CC"
"100025"	78	119	13	141.85275	"100025_1963802"	141.6415	137	154	"LL"	"CC"
"100025"	78	96	13	145.73325	"100025_1473638"	145.988	145	151	"LL"	"CC"
"100025"	128	144	13	127.125	"100025_2735679"	126.73	144	145	"LL"	"CC"
"100033"	23	93	9	140.081	"100033_1772288"	139.7295	141	143	"CC"	"LL"
"100033"	9	52	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	52	75	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	37	93	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	23	37	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	93	125	9	139.7145	"100033_1772288"	139.7295	142	145	"CC"	"LL"
"100033"	52	125	9	143.3305	"100033_1128442"	144.2285	139	144	"CC"	"LL"
"100033"	37	52	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	9	125	9	139.7145	"100033_1772288"	139.7295	142	145	"CC"	"LL"
"100033"	75	125	9	141.20075	"100033_1496436"	141.0455	143	144	"CC"	"LL"
"100033"	23	75	9	141.56725	"100033_1496413"	141.0455	139	143	"CC"	"LL"
"100033"	37	125	9	143.3305	"100033_1128442"	144.2285	139	144	"CC"	"LL"
"100033"	23	125	9	139.7145	"100033_1772288"	139.7295	142	145	"CC"	"LL"
"100033"	75	93	9	141.56725	"100033_1496436"	141.0455	139	143	"CC"	"LL"
"100033"	37	75	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	9	37	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	9	93	9	140.081	"100033_1772288"	139.7295	141	143	"CC"	"LL"
"100033"	52	93	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100033"	9	75	9	141.56725	"100033_1496436"	141.0455	139	143	"CC"	"LL"
"100033"	23	52	9	143.697	"100033_1128442"	144.2285	137	142	"CC"	"LL"
"100044"	9	23	9	125.75725	"100044_1062199"	124.215	151	136	"CC"	"LL"
"100080"	57	113	4	146.729	"100080_1289715"	145.9415	141	147	"LL"	"CC"
"100080"	30	85	4	196.41775	"100080_5722856"	196.253	135	157	"LL"	"CC"
"100080"	85	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	70	113	4	161.68425	"100080_3179027"	161.5215	136	157	"LL"	"CC"
"100080"	30	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	17	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	120	134	4	188.53075	"100080_5151415"	191.5705	128	144	"LL"	"CC"
"100080"	17	70	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	104	113	4	146.729	"100080_1289715"	145.9415	141	147	"LL"	"CC"
"100080"	70	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	45	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	17	104	4	203.95375	"100080_6875619"	205.5415	127	152	"LL"	"CC"
"100080"	104	134	4	184.05925	"100080_4785241"	183.761	139	151	"LL"	"CC"
"100080"	45	134	4	184.05925	"100080_4785241"	183.761	139	151	"LL"	"CC"
"100080"	85	134	4	184.05925	"100080_4785241"	183.761	139	151	"LL"	"CC"
"100080"	45	57	4	158.9035	"100080_2761500"	159.2185	136	153	"LL"	"CC"
"100080"	30	104	4	186.2365	"100080_4785175"	183.761	129	145	"LL"	"CC"
"100080"	17	134	4	188.53075	"100080_5151415"	191.5705	128	144	"LL"	"CC"
"100080"	30	70	4	184.84575	"100080_4785175"	183.761	130	146	"LL"	"CC"
"100080"	45	85	4	196.41775	"100080_5722856"	196.253	135	157	"LL"	"CC"
"100080"	45	104	4	183.45575	"100080_4785241"	183.761	139	151	"LL"	"CC"
"100080"	17	30	4	200.88925	"100080_5899023"	199.142	126	149	"LL"	"CC"
"100080"	30	57	4	161.68425	"100080_3179027"	161.5215	136	157	"LL"	"CC"
"100080"	45	70	4	184.84575	"100080_4785175"	183.761	130	146	"LL"	"CC"
"100080"	30	45	4	186.2365	"100080_4785175"	183.761	129	145	"LL"	"CC"
"100080"	104	120	4	199.4985	"100080_5899023"	199.142	135	157	"LL"	"CC"
"100080"	70	104	4	184.84575	"100080_4785241"	183.761	130	146	"LL"	"CC"
"100080"	30	113	4	161.68425	"100080_3179027"	161.5215	136	157	"LL"	"CC"
"100080"	30	134	4	184.05925	"100080_4785175"	183.761	139	151	"LL"	"CC"
"100080"	70	134	4	184.05925	"100080_4785175"	183.761	139	151	"LL"	"CC"
"100080"	70	85	4	195.027	"100080_5437634"	194.266	133	156	"LL"	"CC"
"100080"	85	104	4	198.329	"100080_5899023"	199.142	132	156	"LL"	"CC"
"100080"	17	85	4	202.8005	"100080_6875619"	205.5415	126	150	"LL"	"CC"
"100080"	45	113	4	158.9035	"100080_2761500"	159.2185	136	153	"LL"	"CC"
"100080"	57	70	4	161.68425	"100080_3179031"	161.5215	136	157	"LL"	"CC"
"100080"	17	45	4	200.88925	"100080_5899023"	199.142	126	149	"LL"	"CC"
"635"	19	59	6	209.0985	"635_3034645"	209.146	135	161	"CC"	"LL"
"635"	19	33	6	119.60125	"635_10023687"	119.339	145	139	"CC"	"LL"
"635"	33	136	6	159.3945	"635_6152778"	160.0785	137	142	"CC"	"LL"
"635"	33	59	6	209.0985	"635_3034382"	209.146	135	161	"CC"	"LL"
"635"	19	136	6	159.3945	"635_6152778"	160.0785	137	142	"CC"	"LL"
