image,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,Top_out_dia,Top_in_dia,Bottom_out_dia,Nec_H1,Nec_H2,Nec_H3,Nec_H4,Ov_H1,Ov_H2,Nec_H_avg,Ov_H_avg,Top_out_rad,Top_in_rad,Nec_thickness,Bottom_out_rad,Bottom_in_rad,Bottom_in_rad_A,Bottom_in_rad_B,Bottom_in_rad_C,Bottom_in_rad_D,FVol_A,FVol_B,FVol_C,FVol_C1,FVol_C2,FVol_C3,FVol_C4,CVol_A,CVol_B,Frustrum_Vol,Frustrum_Vol_A,Frustrum_Vol_B,Frustrum_Vol_C,Frustrum_Vol_D,Cylinder_Vol
0366,2.243,2.104,2.226,1.635,3.478,1.554,3.478,2.064,2.325,1.6,2.406,0.777,3.084,0.748,3.397,1.542,1.252,1.072,1.235,0.469,0.504,0.522,0.51,1.327,1.316,0.50125,1.3215,0.626,0.536,0.09,0.6175,0.5275,0.6175,0.5725,0.595,0.60625,0.524907772537,1.15973725,0.84829225,0.99958225,0.92191225,0.960241,0.9797850625,1.57472331761,0.10458,0.163479901218,0.0840666043107,0.124836191004,0.104717132217,0.0944583019038,0.164684564556
0367,2.151,2.046,2.087,1.554,3.403,1.49,3.333,2.046,2.284,1.542,2.388,0.696,3.101,0.609,3.304,1.519,1.316,1.02,1.182,0.492,0.504,0.527,0.556,1.35,1.437,0.51975,1.3935,0.658,0.51,0.148,0.591,0.443,0.591,0.517,0.554,0.5725,0.544280927234,1.171123,0.682279,0.910791,0.791059,0.849556,0.87983125,1.6328427817,0.172864,0.266068465593,0.141693742349,0.206861586328,0.175022784928,0.158544543786,0.282259734616
0368,2.058,2.116,2.035,1.641,3.472,1.577,3.432,2.099,2.174,1.623,2.325,0.667,3.171,0.632,3.368,1.612,1.437,1.194,1.374,0.475,0.493,0.487,0.522,1.449,1.467,0.49425,1.458,0.7185,0.597,0.1215,0.687,0.5655,0.687,0.62625,0.656625,0.6718125,0.517577389679,1.48182075,1.01380275,1.238517,1.1224693125,1.17957051563,1.20881309766,1.55273216904,0.15983325,0.242235534763,0.125928519824,0.185992178999,0.156437887338,0.141302588062,0.248178228957
0369,2.197,2.145,2.099,1.699,3.507,1.571,3.542,2.017,2.238,1.681,2.406,0.829,3.119,0.812,3.409,1.565,1.408,1.171,1.345,0.446,0.464,0.452,0.446,1.316,1.205,0.452,1.2605,0.704,0.5855,0.1185,0.6725,0.554,0.6725,0.61325,0.642875,0.6576875,0.473333293141,1.42131225,0.97409325,1.18881525,1.0779436875,1.13250182812,1.16043912891,1.41999987942,0.15280575,0.211683642025,0.110048570655,0.162527772449,0.136703588079,0.123479933499,0.216984146575
0370,2.197,2.388,2.093,1.745,3.577,1.554,3.681,2.162,2.278,1.728,2.458,0.864,3.177,0.8,3.42,1.571,1.484,1.142,1.484,0.643,0.66,0.591,0.608,1.524,1.362,0.6255,1.443,0.742,0.571,0.171,0.742,0.571,0.742,0.6565,0.69925,0.720625,0.655022068273,1.651692,0.978123,1.300287,1.13189475,1.2142633125,1.25681826562,1.96506620482,0.224523,0.441202559505,0.230178029902,0.340478669778,0.286525443608,0.258651010197,0.441202559505
0371,2.319,1.971,2.203,1.612,3.386,1.554,3.328,1.948,2.348,1.577,2.464,0.806,3.055,0.8,3.275,1.559,1.183,0.927,1.009,0.359,0.394,0.389,0.394,1.165,1.148,0.384,1.1565,0.5915,0.4635,0.128,0.5045,0.3765,0.5045,0.4405,0.4725,0.4885,0.402123859659,0.90280425,0.53109225,0.70318825,0.61304425,0.65709225,0.67988425,1.20637157898,0.13504,0.149474264122,0.0802703563698,0.116519409575,0.0988066578047,0.0896414507953,0.162908418025
0372,2.22,2.035,2.203,1.699,3.472,1.635,3.438,2.081,2.296,1.629,2.493,0.8,3.113,0.759,3.38,1.652,1.269,1.084,1.218,0.336,0.406,0.429,0.446,1.235,1.322,0.40425,1.2785,0.6345,0.542,0.0925,0.609,0.5165,0.609,0.56275,0.585875,0.5974375,0.423329610071,1.15988175,0.84047925,0.994723,0.9154620625,0.954557765625,0.974506691406,1.26998883021,0.10882625,0.135212535781,0.0699165892374,0.103470091003,0.0869197222437,0.0784747512714,0.138208121934
0373,2.226,2.11,2.087,1.646,3.501,1.571,3.478,2.087,2.29,1.623,2.452,0.864,3.27,0.916,3.386,1.565,1.414,1.096,1.252,0.464,0.487,0.522,0.516,1.246,1.171,0.49725,1.2085,0.707,0.548,0.159,0.626,0.467,0.626,0.5465,0.58625,0.606125,0.520718982333,1.334307,0.774309,1.035228,0.89844825,0.9652580625,0.999848015625,1.562156947,0.199545,0.291601588668,0.155736112517,0.226959924741,0.192170787166,0.174159141976,0.311720607989
0374,2.232,2.093,2.139,1.617,3.548,1.542,3.525,2.0,2.284,1.612,2.475,0.817,3.165,0.777,3.409,1.536,1.409,1.125,1.293,0.476,0.481,0.464,0.458,1.276,1.223,0.46975,1.2495,0.7045,0.5625,0.142,0.6465,0.5045,0.6465,0.5755,0.611,0.62875,0.491921049675,1.36974175,0.85470775,1.09802475,0.97132525,1.03341475,1.0654046875,1.47576314902,0.179914,0.253356065898,0.133663311854,0.195989462888,0.165446330874,0.14970980724,0.265510451193
0375,2.157,1.977,2.075,1.687,3.362,1.612,3.391,1.959,2.186,1.652,2.47,0.788,3.049,0.765,3.293,1.612,1.287,1.107,1.234,0.29,0.325,0.347,0.347,1.189,1.194,0.32725,1.1915,0.6435,0.5535,0.09,0.617,0.527,0.617,0.572,0.5945,0.60575,0.342695398629,1.19182075,0.87578575,1.02856075,0.95014825,0.98884825,1.0085779375,1.02808619589,0.10773,0.108303740306,0.0559484507802,0.0828200537252,0.0695577417982,0.0627964686756,0.110755725883
0376,2.191,2.104,2.128,1.675,3.438,1.612,3.455,2.041,2.238,1.646,2.377,0.817,3.165,0.783,3.351,1.606,1.31,1.113,1.264,0.429,0.458,0.435,0.429,1.287,1.258,0.43775,1.2725,0.655,0.5565,0.0985,0.632,0.5335,0.632,0.58275,0.607375,0.6196875,0.458410728036,1.242409,0.89120725,1.06082425,0.9735901875,1.01660082813,1.03856094141,1.37523218411,0.11933275,0.160994649905,0.0832403974478,0.123229427548,0.103512888466,0.0934461369487,0.164110238418
0377,2.18,2.081,2.07,1.612,3.426,1.496,3.403,1.983,2.261,1.6,2.441,0.794,3.026,0.806,3.31,1.525,1.356,1.049,1.223,0.469,0.481,0.458,0.487,1.287,1.177,0.47375,1.232,0.678,0.5245,0.1535,0.6115,0.458,0.6115,0.53475,0.573125,0.5923125,0.496109839879,1.24821325,0.72508525,0.96976425,0.8415341875,0.904176578125,0.936602253906,1.48832951964,0.18458375,0.259528948316,0.138141288805,0.201757484579,0.170679978197,0.154593281377,0.274721443971
0378,2.151,2.29,2.035,1.791,3.542,1.612,3.53,2.209,2.243,1.751,2.354,0.974,3.252,0.916,3.409,1.617,1.507,1.166,1.379,0.499,0.539,0.592,0.597,1.316,1.293,0.55675,1.3045,0.7535,0.583,0.1705,0.6895,0.519,0.6895,0.60425,0.646875,0.6681875,0.583027236629,1.56271075,0.911827,1.21727775,1.0572848125,1.13546439062,1.17591684766,1.74908170989,0.22787325,0.379482954129,0.20139684743,0.294677087661,0.249096264266,0.225511380028,0.398568933747
0379,2.157,2.0,2.128,1.646,3.443,1.588,3.472,1.965,2.278,1.646,2.342,0.765,3.13,0.748,3.333,1.617,1.315,1.055,1.315,0.354,0.354,0.348,0.377,1.235,1.217,0.35825,1.226,0.6575,0.5275,0.13,0.6575,0.5275,0.6575,0.5925,0.625,0.64125,0.375158522716,1.29691875,0.83476875,1.05739375,0.94185625,0.99856875,1.0277171875,1.12547556815,0.15405,0.173379511273,0.0898598451536,0.133204722972,0.111928545252,0.1009932605,0.173379511273
0380,2.122,1.884,2.064,1.577,3.368,1.554,3.362,1.901,2.162,1.583,2.377,0.707,3.038,0.667,3.287,1.53,1.304,1.125,1.24,0.307,0.301,0.371,0.347,1.177,1.234,0.3315,1.2055,0.652,0.5625,0.0895,0.62,0.5305,0.62,0.57525,0.597625,0.6088125,0.347145988222,1.213744,0.89624275,1.04955625,0.9708969375,1.00972595313,1.02951594141,1.04143796467,0.10869775,0.110219285193,0.0569971187276,0.0843033834983,0.0708240464975,0.0639540314587,0.113201963524
0381,2.168,1.89,2.11,1.612,3.345,1.583,3.368,1.884,2.226,1.623,2.4,0.661,3.043,0.643,3.264,1.594,1.235,1.038,1.2,0.278,0.267,0.29,0.301,1.229,1.241,0.284,1.235,0.6175,0.519,0.0985,0.6,0.5015,0.6,0.55075,0.575375,0.5876875,0.29740410454,1.11180625,0.78114175,0.940761,0.8585258125,0.899037015625,0.919747410156,0.89221231362,0.11194525,0.0983409795256,0.050869559412,0.0753266417121,0.0632784436229,0.0571190872827,0.0998789305012
0382,2.22,1.971,2.168,1.565,3.368,1.536,3.391,1.977,2.33,1.571,2.481,0.829,3.171,0.8,3.287,1.536,1.2,0.957,1.171,0.406,0.4,0.441,0.441,1.142,1.177,0.422,1.1595,0.6,0.4785,0.1215,0.5855,0.464,0.5855,0.52475,0.555125,0.5703125,0.441917366605,1.05411025,0.66628225,0.85193425,0.7554176875,0.802753328125,0.827113128906,1.32575209981,0.13103775,0.171387928456,0.0893450855107,0.131997430644,0.111078988993,0.100313969981,0.173723572218
0383,2.261,2.186,2.162,1.629,3.426,1.559,3.357,2.116,2.301,1.629,2.458,0.933,3.125,0.875,3.293,1.559,1.264,0.992,1.096,0.557,0.557,0.557,0.557,1.253,1.241,0.557,1.247,0.632,0.496,0.136,0.548,0.412,0.548,0.48,0.514,0.531,0.583289036017,1.046064,0.620112,0.818128,0.714496,0.765156,0.791353,1.74986710805,0.153408,0.248453131469,0.132952569713,0.193399979094,0.163850556529,0.148570133653,0.268443613312
0384,2.249,2.11,2.191,1.658,3.53,1.588,3.519,2.058,2.301,1.617,2.499,0.893,3.159,0.852,3.432,1.606,1.339,1.131,1.27,0.452,0.493,0.452,0.47,1.217,1.206,0.46675,1.2115,0.6695,0.5655,0.104,0.635,0.531,0.635,0.583,0.609,0.622,0.488779457021,1.27658775,0.90203175,1.08210775,0.98936575,1.03506075,1.05841525,1.46633837106,0.12844,0.183075278304,0.0950578288014,0.140388213204,0.118053435916,0.106638236087,0.188336500379
0385,2.122,2.18,2.07,1.791,3.426,1.588,3.496,2.0,2.22,1.768,2.499,0.887,3.061,0.87,3.322,1.606,1.356,1.102,1.374,0.389,0.412,0.394,0.412,1.293,1.13,0.40175,1.2115,0.678,0.551,0.127,0.687,0.56,0.687,0.6235,0.65525,0.671125,0.420711616193,1.397439,0.925761,1.154107,1.03590175,1.0939963125,1.12379964063,1.26213484858,0.156083,0.198440413703,0.102372598992,0.152102920762,0.12766186348,0.115123257137,0.196997793571
0386,2.296,2.116,2.18,1.681,3.501,1.571,3.513,2.041,2.319,1.646,2.528,0.771,3.154,0.707,3.403,1.565,1.321,1.084,1.217,0.435,0.47,0.476,0.47,1.345,1.334,0.46275,1.3395,0.6605,0.542,0.1185,0.6085,0.49,0.6085,0.54925,0.578875,0.5936875,0.484590666816,1.20844675,0.799444,0.99384325,0.8931330625,0.942610515625,0.968007472656,1.45377200045,0.14249625,0.198198915352,0.103994853166,0.152798070082,0.12882175808,0.116514629737,0.207157058419
0387,2.203,2.11,2.151,1.664,3.472,1.617,3.513,2.052,2.261,1.641,2.504,0.841,3.136,0.817,3.351,1.594,1.321,1.09,1.31,0.446,0.469,0.458,0.435,1.269,1.235,0.452,1.252,0.6605,0.545,0.1155,0.655,0.5395,0.655,0.59725,0.626125,0.6405625,0.473333293141,1.29791275,0.88211275,1.083025,0.9792338125,1.03029564062,1.05645187891,1.41999987942,0.13923525,0.196811983288,0.101713526363,0.150841350942,0.126672087681,0.114291469279,0.197714038211
0388,2.116,2.238,2.017,1.693,3.536,1.6,3.554,2.22,2.157,1.646,2.377,1.032,3.206,1.003,3.403,1.652,1.519,1.246,1.438,0.545,0.592,0.568,0.62,1.206,1.217,0.58125,1.2115,0.7595,0.623,0.1365,0.719,0.5825,0.719,0.65075,0.684875,0.7019375,0.608683576633,1.63988175,1.09033275,1.353027,1.2170218125,1.28385989062,1.31815231641,1.8260507299,0.18871125,0.334501450855,0.174603775204,0.257387899172,0.216704658724,0.195831422348,0.344596315803
0389,2.203,2.214,2.11,1.733,3.496,1.646,3.432,2.145,2.255,1.699,2.423,0.759,3.107,0.69,3.38,1.652,1.386,1.125,1.229,0.481,0.515,0.493,0.499,1.455,1.455,0.497,1.455,0.693,0.5625,0.1305,0.6145,0.484,0.6145,0.54925,0.581875,0.5981875,0.520457182945,1.28370775,0.82291225,1.03967275,0.9270349375,0.982289453125,1.01071500391,1.56137154883,0.16384275,0.239824327844,0.12700976864,0.185632927227,0.15687531768,0.142081035596,0.255819408333
0390,2.133,2.29,2.046,1.739,3.554,1.606,3.501,2.255,2.22,1.733,2.464,0.893,3.09,0.864,3.432,1.612,1.508,1.212,1.368,0.551,0.557,0.643,0.649,1.397,1.391,0.6,1.394,0.754,0.606,0.148,0.684,0.536,0.684,0.61,0.647,0.6655,0.628318530718,1.552108,0.979348,1.249596,1.108996,1.177927,1.21341925,1.88495559215,0.20128,0.359875721654,0.190073895365,0.278415480783,0.235104856143,0.212804417771,0.379403861589
0391,2.209,2.087,2.162,1.635,3.432,1.623,3.414,2.064,2.238,1.594,2.452,0.754,3.119,0.759,3.345,1.594,1.27,1.107,1.205,0.452,0.493,0.47,0.441,1.333,1.305,0.464,1.319,0.635,0.5535,0.0815,0.6025,0.521,0.6025,0.56175,0.582125,0.5923125,0.485899663755,1.14881875,0.86617675,1.00285225,0.9328539375,0.967437953125,0.985041316406,1.45769899127,0.09686275,0.137335652763,0.0709250732695,0.104937229777,0.0881328682132,0.0795793999139,0.141196732966
0392,2.133,2.104,2.052,1.652,3.386,1.577,3.403,2.046,2.197,1.577,2.307,0.684,3.072,0.586,3.328,1.571,1.334,1.131,1.27,0.452,0.527,0.475,0.469,1.42,1.46,0.48075,1.44,0.667,0.5655,0.1015,0.635,0.5335,0.635,0.58425,0.609625,0.6223125,0.503440222738,1.271659,0.90610675,1.08210775,0.9915316875,1.03617582813,1.05898081641,1.51032066821,0.12509875,0.184033706162,0.0954277235202,0.1410273566,0.1185517005,0.10707075212,0.188939227693
0393,2.18,2.203,2.145,1.728,3.612,1.513,3.641,2.058,2.296,1.704,2.528,0.864,3.171,0.829,3.455,1.548,1.467,1.159,1.461,0.475,0.499,0.51,0.545,1.339,1.229,0.50725,1.284,0.7335,0.5795,0.154,0.7305,0.5765,0.7305,0.6535,0.692,0.71125,0.531190957844,1.60747425,1.00225425,1.29277525,1.14158575,1.21569825,1.2538661875,1.59357287353,0.202202,0.321487391507,0.167165263243,0.247475758564,0.2081078687,0.187833405421,0.322223622174
0394,2.255,2.012,2.238,1.629,3.53,1.554,3.484,2.058,2.325,1.554,2.493,0.742,3.165,0.719,3.449,1.594,1.292,1.124,1.229,0.383,0.458,0.464,0.504,1.27,1.339,0.45225,1.3045,0.646,0.562,0.084,0.6145,0.5305,0.6145,0.5725,0.5935,0.604,0.473595092529,1.19189325,0.89541525,1.03880325,0.96534525,1.00163325,1.020108,1.42078527759,0.101472,0.140410525843,0.0725026727152,0.107292021022,0.0901062023045,0.0813566513688,0.144169923687
0395,2.243,1.936,2.191,1.6,3.461,1.507,3.443,1.925,2.348,1.588,2.504,0.881,3.148,0.835,3.351,1.542,1.27,1.003,1.2,0.336,0.348,0.383,0.418,1.055,1.09,0.37125,1.0725,0.635,0.5015,0.1335,0.6,0.4665,0.6,0.53325,0.566625,0.5833125,0.388772090882,1.144225,0.70307425,0.91240225,0.8032826875,0.856728578125,0.884286941406,1.16631627265,0.15172275,0.171507099472,0.0901262152315,0.132548855701,0.111770585053,0.101056662539,0.176956712255
0396,2.284,2.104,2.261,1.641,3.525,1.513,3.565,2.023,2.377,1.6,2.417,0.939,3.061,0.875,3.357,1.571,1.264,0.98,1.281,0.463,0.504,0.452,0.51,1.165,1.148,0.48225,1.1565,0.632,0.49,0.142,0.6405,0.4985,0.6405,0.5695,0.605,0.62275,0.505011019065,1.21446025,0.73286725,0.96418525,0.84348525,0.902575,0.9330650625,1.51503305719,0.159324,0.243209771704,0.126391632796,0.187346462797,0.157505487934,0.142107670399,0.241381126804
0397,2.214,2.081,2.174,1.658,3.49,1.525,3.559,1.977,2.301,1.646,2.516,0.759,3.107,0.742,3.391,1.536,1.316,1.09,1.345,0.423,0.435,0.441,0.452,1.322,1.235,0.43775,1.2785,0.658,0.545,0.113,0.6725,0.5595,0.6725,0.616,0.64425,0.658375,0.458410728036,1.32772525,0.91499275,1.11579375,1.012201,1.0631993125,1.08929701562,1.37523218411,0.135939,0.189201005809,0.0971516732088,0.144639701156,0.121261527594,0.109298060504,0.186947687876
0398,2.255,2.203,2.162,1.745,3.397,1.571,3.403,2.075,2.29,1.687,2.417,0.98,3.084,0.904,3.304,1.565,1.235,1.014,1.148,0.458,0.516,0.51,0.504,1.223,1.171,0.497,1.197,0.6175,0.507,0.1105,0.574,0.4635,0.574,0.51875,0.546375,0.5601875,0.520457182945,1.06522725,0.70687575,0.877543,0.7891568125,0.832586765625,0.854874097656,1.56137154883,0.12425725,0.186506612194,0.0976816160381,0.143682842196,0.121079411137,0.109479809092,0.194011734886
0399,2.209,2.087,2.122,1.699,3.478,1.577,3.484,1.983,2.261,1.67,2.423,0.817,3.142,0.777,3.357,1.571,1.356,1.096,1.275,0.388,0.417,0.412,0.406,1.27,1.206,0.40575,1.238,0.678,0.548,0.13,0.6375,0.5075,0.6375,0.5725,0.605,0.62125,0.424900406398,1.29831525,0.83597025,1.05606025,0.94179025,0.997869,1.0267005625,1.27470121919,0.15938,0.196450578396,0.102934247952,0.151487617391,0.127659733726,0.115409191102,0.203161880315
0400,2.133,2.064,2.116,1.693,3.42,1.554,3.467,1.971,2.267,1.681,2.429,0.736,3.09,0.672,3.333,1.565,1.304,1.066,1.334,0.371,0.383,0.406,0.417,1.328,1.299,0.39425,1.3135,0.652,0.533,0.119,0.667,0.548,0.667,0.6075,0.63725,0.652125,0.412857634559,1.304877,0.876477,1.084489,0.97694275,1.0298308125,1.05693864063,1.23857290368,0.141015,0.176868210645,0.0909888683652,0.135390158746,0.113554918366,0.102363244568,0.174657358012
0401,2.22,2.041,2.07,1.612,3.368,1.565,3.397,1.983,2.191,1.612,2.417,0.672,3.101,0.638,3.299,1.525,1.298,1.108,1.177,0.429,0.429,0.458,0.418,1.369,1.345,0.4335,1.357,0.649,0.554,0.095,0.5885,0.4935,0.5885,0.541,0.56475,0.576625,0.453960138444,1.14946975,0.82385725,0.97927725,0.899311,0.9387300625,0.958862640625,1.36188041533,0.114285,0.147815095579,0.0772606108621,0.113562100783,0.0956674177131,0.0865280297602,0.155642503266
0402,2.075,2.116,2.07,1.757,3.467,1.588,3.577,1.988,2.209,1.699,2.388,1.009,3.13,0.951,3.345,1.577,1.397,1.136,1.502,0.359,0.417,0.411,0.4,1.107,1.037,0.39675,1.072,0.6985,0.568,0.1305,0.751,0.6205,0.751,0.68575,0.718375,0.7346875,0.415475628437,1.57647675,1.06008825,1.313193,1.1823830625,1.24672364062,1.27969222266,1.24642688531,0.16527825,0.214546836555,0.109387981489,0.163736322477,0.137004380347,0.123306738009,0.206007254357
0403,2.151,2.116,2.046,1.67,3.513,1.548,3.542,2.023,2.267,1.635,2.475,0.777,3.125,0.754,3.386,1.548,1.467,1.119,1.391,0.446,0.481,0.475,0.475,1.339,1.269,0.46925,1.304,0.7335,0.5595,0.174,0.6955,0.5215,0.6955,0.6085,0.652,0.67375,0.491397450899,1.53189175,0.87678175,1.18589275,1.02376825,1.10293825,1.1439424375,1.4741923527,0.224982,0.321919384058,0.170023026614,0.249690592642,0.210786656454,0.190637303241,0.331666743894
0404,2.267,1.896,2.243,1.559,3.455,1.513,3.362,1.919,2.359,1.519,2.412,0.829,3.188,0.748,3.362,1.536,1.212,1.003,1.095,0.337,0.377,0.383,0.406,1.067,1.171,0.37575,1.119,0.606,0.5015,0.1045,0.5475,0.443,0.5475,0.49525,0.521375,0.5344375,0.393484479862,0.99877725,0.66991575,0.82582975,0.7451426875,0.784803703125,0.805146097656,1.18045343959,0.11573375,0.129401896274,0.068052157081,0.0998012639004,0.0841952697964,0.0761908532651,0.136618303264
0405,2.243,2.087,2.157,1.728,3.438,1.629,3.443,1.994,2.319,1.704,2.487,0.933,3.119,0.91,3.333,1.583,1.281,1.014,1.2,0.359,0.383,0.411,0.365,1.154,1.084,0.3795,1.119,0.6405,0.507,0.1335,0.6,0.4665,0.6,0.53325,0.566625,0.5833125,0.397411470679,1.15454025,0.71118675,0.921249,0.8117623125,0.865391765625,0.893041910156,1.19223441204,0.15319125,0.176193766466,0.0927126187591,0.136223884258,0.11491092442,0.103922439817,0.182639879873
0406,2.18,2.041,2.07,1.675,3.438,1.49,3.391,1.948,2.186,1.612,2.371,0.846,3.072,0.835,3.31,1.53,1.368,1.124,1.211,0.366,0.429,0.418,0.458,1.195,1.113,0.41775,1.154,0.684,0.562,0.122,0.6055,0.4835,0.6055,0.5445,0.575,0.59025,0.437466777012,1.24864825,0.82134325,1.02276525,0.91833325,0.969619,0.9959595625,1.31240033104,0.152012,0.186931741151,0.0988163079919,0.144501838449,0.12206602669,0.110542905708,0.199500599122
0407,2.197,2.128,2.151,1.774,3.496,1.617,3.438,2.052,2.255,1.687,2.4,0.846,3.148,0.806,3.374,1.623,1.345,1.119,1.241,0.354,0.441,0.429,0.435,1.282,1.246,0.41475,1.264,0.6725,0.5595,0.113,0.6205,0.5075,0.6205,0.564,0.59225,0.606375,0.434325184359,1.25456275,0.85454275,1.04523025,0.94669425,0.9951641875,1.01999770312,1.30297555308,0.139216,0.173738760247,0.0909183766548,0.133715043021,0.11266332848,0.101877507228,0.181395044597
0408,2.261,2.272,2.041,1.797,3.513,1.559,3.507,2.087,2.191,1.733,2.429,0.667,3.188,0.649,3.42,1.548,1.472,1.229,1.246,0.475,0.539,0.539,0.528,1.605,1.438,0.52025,1.5215,0.736,0.6145,0.1215,0.623,0.5015,0.623,0.56225,0.592625,0.6078125,0.54480452601,1.388353,0.93728425,1.14857275,1.0392379375,1.09298270312,1.12054706641,1.63441357803,0.16408575,0.245744296542,0.130633365448,0.190199466148,0.160919074586,0.145901884714,0.268183977761
0409,2.203,2.307,2.017,1.704,3.554,1.542,3.571,2.18,2.284,1.71,2.406,0.864,3.183,0.887,3.438,1.559,1.537,1.154,1.368,0.603,0.597,0.621,0.638,1.443,1.293,0.61475,1.368,0.7685,0.577,0.1915,0.684,0.4925,0.684,0.58825,0.636125,0.6600625,0.643764694598,1.58410225,0.85965775,1.195453,1.0183873125,1.10462814062,1.14946756641,1.93129408379,0.25766325,0.466371792296,0.250198665732,0.364187303969,0.308668503589,0.279802464345,0.497623510336
0410,2.157,2.133,2.075,1.675,3.484,1.583,3.478,2.046,2.214,1.652,2.365,0.719,3.119,0.69,3.38,1.594,1.409,1.166,1.321,0.458,0.481,0.452,0.463,1.414,1.356,0.4635,1.385,0.7045,0.583,0.1215,0.6605,0.539,0.6605,0.59975,0.630125,0.6453125,0.48537606498,1.39790275,0.944647,1.16122075,1.0492433125,1.10430939062,1.13253441016,1.45612819494,0.15643125,0.219999492364,0.114879777812,0.169230945792,0.142503189478,0.128803440564,0.227783953695
0411,2.197,2.139,2.145,1.664,3.496,1.565,3.519,2.035,2.319,1.646,2.481,0.817,3.177,0.788,3.368,1.565,1.351,1.049,1.322,0.475,0.493,0.47,0.47,1.322,1.247,0.477,1.2845,0.6755,0.5245,0.151,0.661,0.51,0.661,0.5855,0.62325,0.642125,0.499513231921,1.33972675,0.80269525,1.05871575,0.92500525,0.9904354375,1.02421932813,1.49853969576,0.1812,0.268254340208,0.140368712815,0.207158876812,0.174475632389,0.157600131996,0.271535392872
0412,2.186,2.075,2.11,1.693,3.374,1.641,3.362,2.046,2.249,1.687,2.336,0.87,3.142,0.794,3.299,1.612,1.264,1.05,1.176,0.382,0.388,0.434,0.405,1.205,1.252,0.40225,1.2285,0.632,0.525,0.107,0.588,0.481,0.588,0.5345,0.56125,0.574625,0.421235214969,1.116784,0.759511,0.930069,0.84192775,0.8852828125,0.907497015625,1.26370564491,0.123799,0.150495968958,0.0786509331629,0.115779131554,0.0975164524821,0.0881590478534,0.156445495134
0413,2.313,1.925,2.232,1.629,3.49,1.449,3.513,1.832,2.336,1.577,2.446,0.858,3.165,0.812,3.386,1.478,1.258,1.05,1.2,0.296,0.348,0.354,0.383,1.067,1.02,0.34525,1.0435,0.629,0.525,0.104,0.6,0.496,0.6,0.548,0.574,0.587,0.361544954551,1.133041,0.782041,0.950625,0.863629,0.906451,0.928369,1.08463486365,0.120016,0.126902279047,0.0659515844293,0.0974045492954,0.0819224712516,0.0739981289378,0.130173537796
0414,2.226,2.07,2.133,1.675,3.53,1.606,3.478,2.012,2.284,1.641,2.423,0.835,3.148,0.788,3.426,1.6,1.397,1.142,1.252,0.395,0.429,0.412,0.406,1.235,1.224,0.4105,1.2295,0.6985,0.571,0.1275,0.626,0.4985,0.626,0.56225,0.594125,0.6100625,0.429874594766,1.31703925,0.85918675,1.075363,0.9632108125,1.01827089063,1.04656294141,1.2896237843,0.16186125,0.1968191579,0.103890480033,0.152101856187,0.128432927415,0.116270893551,0.208740117756
0415,2.22,1.849,2.209,1.588,3.299,1.577,3.293,1.901,2.307,1.577,2.435,0.829,3.009,0.794,3.229,1.565,1.09,0.922,1.073,0.261,0.272,0.336,0.324,1.02,1.107,0.29825,1.0635,0.545,0.461,0.084,0.5365,0.4525,0.5365,0.4945,0.5155,0.526,0.312326669644,0.87724975,0.62587975,0.74767975,0.68501575,0.71590675,0.731683,0.936980008933,0.084504,0.0785095549485,0.0404681665858,0.0600398050124,0.0503917218604,0.0454643782385,0.0791785586749
0416,2.128,2.128,2.07,1.71,3.478,1.623,3.478,2.046,2.209,1.652,2.319,0.939,3.09,0.87,3.316,1.629,1.408,1.107,1.35,0.418,0.476,0.417,0.423,1.189,1.176,0.4335,1.1825,0.704,0.5535,0.1505,0.675,0.5245,0.675,0.59975,0.637375,0.6561875,0.453960138444,1.426441,0.87177325,1.13559975,0.9980239375,1.06539620313,1.10014406641,1.36188041533,0.18925375,0.25179704858,0.132030334115,0.194484269004,0.163899945974,0.148125801148,0.257740975653
0417,2.284,1.948,2.226,1.594,3.449,1.53,3.374,1.988,2.336,1.577,2.435,0.881,3.223,0.875,3.357,1.565,1.223,1.021,1.09,0.354,0.371,0.423,0.458,1.067,1.113,0.4015,1.09,0.6115,0.5105,0.101,0.545,0.444,0.545,0.4945,0.51975,0.532375,0.420449816805,1.00422475,0.68440825,0.83585775,0.75758275,0.7960826875,0.815810828125,1.26134945042,0.113322,0.134466788836,0.0707898743061,0.103700583717,0.0875132920476,0.0792185989359,0.14293864242
0418,2.162,2.11,2.087,1.617,3.536,1.525,3.583,1.983,2.238,1.623,2.423,0.794,3.142,0.765,3.426,1.519,1.449,1.188,1.421,0.493,0.487,0.464,0.458,1.316,1.218,0.4755,1.267,0.7245,0.594,0.1305,0.7105,0.58,0.7105,0.64525,0.677875,0.6941875,0.497942435594,1.54446775,1.033756,1.27968325,1.1524620625,1.21500826563,1.24707966016,1.49382730678,0.17206425,0.254305052681,0.131847438838,0.1951962668,0.164051858079,0.148082149773,0.257034275171
