Marker,Chr,cM
100027_1860850,2,191.6645
100027_1860783,2,191.6645
100027_1860774,2,191.6645
100027_1860773,2,191.6645
100027_1860751,2,191.6645
100027_1839737,2,192.074
100027_1839688,2,192.074
100027_1818383,2,192.074
100027_1791155,2,192.2365
100027_1791116,2,192.2365
100027_1791091,2,192.2365
100027_1791077,2,192.2365
100027_1584310,2,193.3865
100027_1580838,2,193.3865
100027_1554679,2,193.3865
100027_1554609,2,193.3865
100027_1554606,2,193.3865
100027_1546916,2,193.3865
100027_1502586,2,193.3865
100027_1502359,2,193.3865
100027_1485344,2,193.3865
100027_1374789,2,194.6195
100027_1374770,2,194.6195
100027_1374734,2,194.6195
100027_1374698,2,194.6195
100027_1374500,2,194.6195
100027_1328601,2,194.946
100027_1307239,2,194.946
100027_1307013,2,194.946
100027_1219230,2,195.683
100027_1198355,2,195.683
100027_1198304,2,195.683
100027_1107579,2,195.845
100027_1094774,2,196.336
100027_1094763,2,196.336
100027_1094743,2,196.336
100027_1094733,2,196.336
100027_1094633,2,196.336
100027_1043060,2,197.2385
100027_1040356,2,197.564
100027_827525,2,199.217
100027_765458,2,200.0355
100027_591458,2,201.269
100027_532813,2,202.5015
100027_532810,2,202.5015
100027_532800,2,202.5015
100027_532788,2,202.5015
100027_532764,2,202.5015
100027_532763,2,202.5015
100027_532722,2,202.5015
100027_532706,2,202.5015
100004_16672748,3,0
100004_16672689,3,0
100004_16626523,3,0
100004_16168436,3,0.736
100004_16166431,3,0.736
100004_16144611,3,1.5545
100004_15945379,3,2.954
100004_15886978,3,3.607
100004_15886976,3,3.607
100004_15823859,3,4.509
100004_15743871,3,6.496
100004_15697109,3,7.2325
100004_15692201,3,7.3135
100004_15692171,3,7.3135
100004_15692001,3,7.3135
100004_15691942,3,7.3135
100004_15691936,3,7.3135
100004_15603162,3,8.2155
100004_15562272,3,8.952
100004_15256731,3,11.364
100004_15196962,3,13.098
100004_15086212,3,13.5875
100004_15058126,3,13.75
100004_15035190,3,13.9945
100004_15035188,3,13.9945
100004_15035186,3,13.9945
100004_14987349,3,14.5655
100004_14829260,3,16.1325
100004_14795955,3,16.622
100004_14778452,3,17.0295
100004_14622823,3,18.429
100004_14593145,3,19.001
100004_14593074,3,19.001
100004_14593073,3,19.001
100004_14591250,3,19.001
100004_14590026,3,19.001
100004_14590004,3,19.001
100004_14491570,3,20.068
100004_14392295,3,22.058
100004_14381858,3,22.058
100004_14325313,3,22.711
100004_14325191,3,22.711
100004_14325180,3,22.711
100004_14238112,3,23.447
100004_14235076,3,23.61
100004_14224868,3,23.9355
100004_14166318,3,24.5895
100004_14162195,3,24.5895
100004_14129941,3,25.4905
100004_14083707,3,26.392
100004_14049035,3,26.7175
100004_14025423,3,28.1175
100004_14006042,3,28.936
100004_14005063,3,28.936
100004_13967228,3,30.5865
100004_13960659,3,30.8305
100004_13903081,3,31.7315
100004_13635219,3,36.6765
100004_13634987,3,36.6765
100004_13494945,3,39.26
100004_13479665,3,39.26
100004_13479615,3,39.26
100004_13439493,3,39.9135
100004_13306960,3,43.884
100004_13231188,3,45.117
100004_13226881,3,45.117
100004_13226880,3,45.117
100004_13201936,3,45.2795
100004_13171739,3,45.6875
100004_13162536,3,45.6875
100004_12950950,3,47.087
100004_12950859,3,47.087
100004_12950813,3,47.087
100004_12924440,3,47.168
100004_12924435,3,47.168
100004_12924431,3,47.168
100004_12910472,3,47.904
100004_12815898,3,49.1365
100004_12777521,3,49.2175
100004_12762307,3,49.2175
100004_12762299,3,49.2175
100004_12758814,3,49.2175
100004_12554202,3,49.2175
100004_12435272,3,53.279
100004_12415550,3,53.3605
100004_12386035,3,54.179
100004_12385800,3,54.179
100004_12346145,3,54.179
100004_12314208,3,54.179
100004_12314159,3,54.179
100004_12237311,3,54.179
100004_12190832,3,54.26
100004_11913768,3,55.911
100004_11913761,3,55.911
100004_11913708,3,55.911
100004_11913705,3,55.911
100004_11913692,3,55.911
100004_11913591,3,55.911
100004_11896045,3,56.5645
100004_11895894,3,56.5645
100004_11807343,3,57.218
100004_11779043,3,58.12
100004_11778948,3,58.12
100004_11732601,3,58.2015
100004_11732572,3,58.2015
100004_11641189,3,58.856
100004_11630382,3,58.856
100004_11630182,3,58.856
100004_11412611,3,62.214
100004_11412548,3,62.214
100004_11403016,3,62.54
100004_11400337,3,62.54
100004_11279928,3,63.856
100004_11232994,3,64.0185
100004_11204709,3,64.1
100004_11163996,3,64.426
100004_10962000,3,66.753
100004_10910575,3,66.834
100004_10908738,3,66.834
100004_10908566,3,66.9155
100004_10818264,3,67.899
100004_10818247,3,67.899
100004_10753240,3,68.308
100004_10602037,3,71.1475
100004_10491782,3,71.8015
100004_10234444,3,74.555
100004_10234443,3,74.555
100004_10234261,3,74.555
100004_9933047,3,78.8795
100004_9810322,3,79.2875
100004_9784493,3,80.106
100004_9784492,3,80.106
100004_9678471,3,81.674
100004_9678448,3,81.674
100004_9678405,3,81.674
100004_9678393,3,81.674
100004_9678303,3,81.674
100004_9659135,3,81.837
100004_9659122,3,81.837
100004_9659089,3,81.837
100004_9659070,3,81.837
100004_9630192,3,82.656
100004_9629981,3,82.737
100004_9450849,3,83.5555
100004_9450757,3,83.5555
100004_9212756,3,84.789
100004_9212752,3,84.789
100004_9212725,3,84.789
100004_9044955,3,87.7155
100004_9039221,3,87.9595
100004_8940960,3,88.778
100004_8882607,3,90.5965
100004_8765501,3,91.7485
100004_8757077,3,91.7485
100004_8756987,3,91.7485
100004_8744933,3,91.7485
100004_8744925,3,91.7485
100004_8651333,3,93.4
100004_8498449,3,95.726
100004_8393645,3,95.97
100004_8393627,3,95.97
100004_8393608,3,95.97
100004_8378874,3,96.7095
100004_8378870,3,96.7095
100004_8378862,3,96.7095
100004_8378851,3,96.7095
100004_8378847,3,96.7095
100004_8378842,3,96.7095
100004_8378837,3,96.7905
100004_8378793,3,97.5285
100004_8378792,3,97.772
100004_8378778,3,97.772
100004_8378774,3,97.772
100004_8378766,3,97.772
100004_8378750,3,97.8535
100004_8378721,3,98.0165
100004_8361654,3,98.8375
100004_8313703,3,99.904
100004_8281515,3,99.9855
100004_8276180,3,99.9855
100004_8273501,3,100.0665
100004_8273455,3,100.0665
100004_8213261,3,100.0665
100004_8213220,3,100.0665
100004_8213219,3,100.0665
100004_8153776,3,100.886
100004_8153689,3,100.886
100004_8153667,3,100.886
100004_8153627,3,100.886
100004_8085704,3,102.119
100004_8085633,3,102.119
100004_8066989,3,102.937
100004_7911779,3,105.264
100004_7812553,3,105.5905
100004_7810235,3,105.672
100004_7810192,3,105.672
100004_7662423,3,106.905
100004_7495147,3,109.658
100004_7450103,3,109.7395
100004_7450077,3,109.7395
100004_7450050,3,109.7395
100004_7450014,3,109.7395
100004_7449999,3,109.7395
100004_7449984,3,109.7395
100004_7449966,3,109.7395
100004_7449957,3,109.7395
100004_7310619,3,111.642
100004_7310550,3,111.642
100004_7310545,3,111.642
100004_7310539,3,111.642
100004_7310523,3,111.642
100004_7310516,3,111.642
100004_7273227,3,111.9675
100004_7272937,3,111.9675
100004_7272917,3,111.9675
100004_7244477,3,112.1305
100004_7244476,3,112.1305
100004_7153446,3,112.212
100004_7024397,3,112.6195
100004_7024388,3,112.6195
100004_7018172,3,112.6195
100004_6890621,3,115.5445
100004_6852449,3,116.116
100004_6852427,3,116.116
100004_6852270,3,116.116
100004_6851939,3,116.279
100004_6593710,3,118.7755
100004_6579925,3,119.02
100004_6579875,3,119.02
100004_6579829,3,119.02
100004_6538331,3,120.503
100004_6538281,3,120.503
100004_6538193,3,120.503
100004_6512809,3,120.666
100004_6512762,3,120.747
100004_6284121,3,122.819
100004_6284118,3,122.819
100004_6284116,3,122.819
100004_6230964,3,123.063
100004_5893403,3,124.798
100004_5871136,3,125.699
100004_5870987,3,125.699
100004_5870950,3,125.699
100004_5870930,3,125.699
100004_5870812,3,125.7805
100004_5870767,3,125.7805
100004_5870755,3,125.7805
100004_5870728,3,125.7805
100004_5870681,3,125.7805
100004_5870644,3,125.7805
100004_5857029,3,125.7805
100004_5856923,3,125.7805
100004_5856913,3,125.7805
100004_5856833,3,125.7805
100004_5696897,3,127.5145
100004_5696818,3,127.5145
100004_5595731,3,127.5145
100004_5595716,3,127.5145
100004_5555858,3,127.7595
100004_5555836,3,127.7595
100004_5555823,3,127.7595
100004_5555817,3,127.7595
100004_5555810,3,127.7595
100004_5555768,3,127.7595
100004_5555766,3,127.7595
100004_5555760,3,127.7595
100004_5505056,3,128.1685
100004_5505002,3,128.1685
100004_5504940,3,128.1685
100004_5504935,3,128.1685
100004_5504905,3,128.1685
100004_5504869,3,128.1685
100004_5497596,3,128.4955
100004_5343389,3,130.8225
100004_5343360,3,130.8225
100004_5050553,3,132.7255
100004_5028583,3,133.379
100004_5028417,3,133.4605
100004_5028357,3,133.4605
100004_4904725,3,136.1325
100004_4904622,3,136.1325
100004_4730091,3,136.622
100004_4467373,3,137.194
100004_4467369,3,137.194
100004_4467359,3,137.194
100004_4467351,3,137.194
100004_4467341,3,137.194
100004_4467328,3,137.194
100004_4467319,3,137.194
100004_4467257,3,137.194
100004_4467247,3,137.194
100004_4467171,3,137.194
100004_4427182,3,137.3565
100004_4426999,3,137.4375
100004_4426988,3,137.4375
100004_4342707,3,138.8375
100004_4342689,3,138.8375
100004_4342686,3,138.8375
100004_4290981,3,139.491
100004_4290935,3,139.491
100004_4290922,3,139.491
100004_4271481,3,139.817
100004_4243853,3,140.471
100004_4243720,3,140.7155
100004_4075309,3,141.2875
100004_4075283,3,141.3685
100004_4075282,3,141.3685
100004_4075280,3,141.3685
100004_4075262,3,141.3685
100004_4075242,3,141.3685
100004_4075238,3,141.3685
100004_4075237,3,141.3685
100004_4075207,3,141.45
100004_4054794,3,142.0215
100004_4054646,3,142.103
100004_4054604,3,142.103
100004_4054593,3,142.103
100004_4033696,3,142.675
100004_4026753,3,143.4115
100004_3962995,3,143.738
100004_3797837,3,145.5565
100004_3797833,3,145.5565
100004_3669918,3,146.7895
100004_3596174,3,147.8565
100004_3583147,3,148.346
100004_3343095,3,149.9975
100004_3317086,3,150.323
100004_3271795,3,150.4045
100004_3271687,3,150.9765
100004_3019184,3,151.9625
100004_3019180,3,151.9625
100004_2616950,3,153.4455
100004_2616911,3,153.4455
100004_2616896,3,153.4455
100004_2616889,3,153.4455
100004_2616868,3,153.4455
100004_2616850,3,153.4455
100004_2528746,3,153.69
100004_2528745,3,153.69
100004_2148682,3,155.8465
100004_2148581,3,155.8465
100004_1827878,3,159.0305
100004_1827129,3,159.1935
100004_1827083,3,159.1935
100004_1490911,3,159.275
100004_1479388,3,159.356
100004_1479213,3,159.356
100004_1356911,3,159.6
100004_1356827,3,159.6
100004_1356801,3,159.6
100004_1356792,3,159.6
100004_1356775,3,159.6
100004_1356774,3,159.6
100004_1356764,3,159.6
100004_1356759,3,159.6
100004_1356755,3,159.6
100004_1356734,3,159.6815
100004_1286600,3,159.926
100004_1157048,3,160.662
100004_1090206,3,160.906
100004_998279,3,160.9875
100004_616864,3,160.9875
100004_251614,3,161.3135
100004_173743,3,161.4765
100004_173628,3,161.4765
100004_74743,3,161.4765
100021_9003586,3,161.4765
100021_8960784,3,161.4765
100021_8857588,3,161.4765
100021_8857536,3,161.4765
100021_8809678,3,161.4765
100021_8797731,3,161.4765
100021_8525613,3,161.4765
100021_8428543,3,161.5575
100021_8367735,3,161.5575
100021_8367687,3,161.6385
100021_8367677,3,161.6385
100021_7836472,3,162.3755
100021_7240419,3,162.3755
100021_6826124,3,163.2765
100021_6826108,3,163.2765
100021_6826076,3,163.2765
100021_6826074,3,163.2765
100021_6826065,3,163.2765
100021_6753213,3,163.358
100021_6673922,3,164.267
100021_6673737,3,164.267
100021_6673732,3,164.267
100021_6673690,3,164.267
100021_6673664,3,164.267
100021_6673653,3,164.267
100021_6436850,3,165.0065
100021_6361314,3,165.4155
100021_6361201,3,165.4155
100021_6361170,3,165.4155
100021_6361149,3,165.4155
100021_6361084,3,165.4155
100021_5990902,3,166.072
100021_5937535,3,166.479
100021_5862980,3,167.9645
100021_5804121,3,168.6185
100021_5563071,3,170.6065
100021_5373647,3,171.508
100021_5373642,3,171.508
100021_5192798,3,171.508
100021_5137910,3,171.508
100021_4435028,3,173.075
100021_4434991,3,173.1565
100021_4434925,3,173.1565
100021_4351844,3,174.307
100021_4351816,3,174.307
100021_4351745,3,174.307
100021_4351737,3,174.307
100021_4351564,3,174.307
100021_4351534,3,174.307
100021_4351500,3,174.307
100021_4351493,3,174.307
100021_4348849,3,174.963
100021_4348807,3,174.963
100021_4348699,3,174.963
100021_4348667,3,174.963
100021_4341426,3,175.126
100021_4319524,3,175.2885
100021_4196766,3,178.82
100021_3994511,3,181.3175
100021_3994439,3,181.3175
100021_3867345,3,182.717
100021_3835977,3,182.717
100021_3725253,3,183.8665
100021_3562428,3,185.0185
100021_3338701,3,187.352
100021_3338632,3,187.352
100021_3338549,3,187.352
100021_3338529,3,187.352
100021_3338524,3,187.352
100021_3338480,3,187.352
100021_3338467,3,187.352
100021_3171001,3,187.433
100021_3170997,3,187.433
100021_3052651,3,188.4995
100021_3052346,3,188.4995
100021_3023389,3,188.4995
100021_2922740,3,188.6625
100021_2922651,3,188.6625
100021_2822750,3,189.234
100021_2755178,3,190.6335
100021_2755176,3,190.6335
100021_2451487,3,195.3165
100021_2451286,3,195.6425
100021_2373106,3,195.9675
100021_2343117,3,196.4575
100021_2343112,3,196.4575
100021_2241148,3,197.441
100021_2237970,3,197.441
100021_2237704,3,197.441
100021_1968722,3,198.425
100021_1932568,3,199.161
100021_1752979,3,200.899
100021_1727313,3,201.143
100021_1713639,3,201.143
100021_1713637,3,201.143
100021_1646298,3,202.459
100021_1597662,3,203.113
100021_1578037,3,203.113
100021_1408115,3,204.3455
100021_1333966,3,204.5905
100021_1333951,3,204.5905
100021_1333935,3,204.5905
100021_1333889,3,204.5905
100021_1333874,3,204.5905
100021_1329718,3,204.7535
100021_1015007,3,208.547
100021_832029,3,210.115
100021_725711,3,211.182
100021_661189,3,211.5895
100021_561615,3,212.408
100021_169205,3,212.4895
100021_169174,3,212.4895
100021_132244,3,212.4895
100034_4137748,4,0
100034_4087367,4,0
100034_3996198,4,0
100034_3890118,4,0.2445
100034_3879155,4,0.2445
100034_3879119,4,0.2445
100034_3838510,4,0.5695
100034_3833375,4,0.5695
100034_3833361,4,0.5695
100034_3833191,4,0.5695
100034_3827724,4,0.5695
100034_3763163,4,0.651
100034_3755229,4,0.651
100034_3750125,4,0.651
100034_3750081,4,0.651
100034_3749972,4,0.651
100034_3738447,4,0.651
100034_3608490,4,1.8015
100034_3608458,4,1.8015
100034_3572981,4,1.8015
100034_3552543,4,1.883
100034_3551496,4,1.883
100034_3551481,4,1.883
100034_3423721,4,3.4505
100034_3377337,4,4.8495
100034_3377308,4,4.8495
100034_3295660,4,5.339
100034_3295655,4,5.339
100034_3294881,4,5.339
100034_3294875,4,5.339
100034_3294865,4,5.339
100034_3294859,4,5.339
100034_3275350,4,5.339
100034_3207491,4,5.339
100034_3141593,4,6.822
100034_3141584,4,6.822
100034_3141571,4,6.822
100034_3141498,4,6.822
100034_3141492,4,6.822
100034_3141343,4,6.822
100034_3137449,4,6.822
100034_3130699,4,6.822
100034_3123599,4,7.1475
100034_3123592,4,7.1475
100034_3123548,4,7.1475
100034_3123544,4,7.1475
100034_3011770,4,7.966
100034_2961781,4,8.047
100034_2937629,4,8.373
100034_2937324,4,8.373
100034_2923613,4,8.944
100034_2868158,4,10.0115
100034_2868015,4,10.0115
100034_2868006,4,10.0115
100034_2857491,4,10.0115
100034_2857392,4,10.0115
100034_2817599,4,10.419
100034_2669121,4,12.575
100034_2657738,4,12.6565
100034_2578034,4,13.228
100034_2294632,4,18.083
100034_2294621,4,18.1645
100034_2294608,4,18.1645
100034_2294370,4,18.1645
100034_2294363,4,18.1645
100034_2289057,4,18.4085
100034_2125664,4,19.392
100034_2036572,4,19.718
100034_2036546,4,19.718
100034_2036434,4,19.962
100034_2036428,4,19.962
100034_2036409,4,19.962
100034_2036395,4,19.962
100034_1966554,4,20.5335
100034_1937815,4,20.7775
100034_1808696,4,23.7025
100034_1808663,4,23.7025
100034_1808562,4,23.7025
100034_1808547,4,23.7025
100034_1808522,4,23.7835
100034_1808435,4,23.865
100034_1808217,4,23.865
100034_1783675,4,24.028
100034_1783667,4,24.028
100034_1783659,4,24.028
100034_1783640,4,24.028
100034_1783636,4,24.028
100034_1783632,4,24.028
100034_1783602,4,24.028
100034_1783601,4,24.028
100034_1783592,4,24.028
100034_1783586,4,24.028
100034_1783570,4,24.028
100034_1771673,4,24.2725
100034_1771652,4,24.2725
100034_1771636,4,24.2725
100034_1771635,4,24.2725
100034_1771630,4,24.2725
100034_1771610,4,24.2725
100034_1771482,4,24.2725
100034_1770742,4,24.4355
100034_1770727,4,24.4355
100034_1770656,4,24.4355
100034_1687991,4,24.9255
100034_1655612,4,25.9095
100034_1512538,4,28.24
100034_1434832,4,30.228
100034_1434695,4,30.228
100034_1407856,4,30.228
100034_1364930,4,30.228
100034_1364878,4,30.309
100034_1364706,4,30.309
100034_1254062,4,31.793
100034_1252009,4,32.038
100034_1209972,4,32.856
100034_1168969,4,32.856
100034_995957,4,33.428
100034_995927,4,33.428
100034_829543,4,35.924
100034_829526,4,35.924
100034_772194,4,36.826
100034_207778,4,45.1105
100034_199904,4,45.273
100034_199724,4,45.273
100034_41245,4,46.0925
100015_11515724,4,48.334
100015_11515713,4,48.334
100015_11515604,4,48.6605
100015_11515555,4,48.6605
100015_11515527,4,48.6605
100015_11447475,4,49.727
100015_11270567,4,51.378
100015_11270449,4,51.459
100015_10739545,4,54.904
100015_10739319,4,54.904
100015_10580821,4,55.8045
100015_10547784,4,56.872
100015_10538635,4,56.9535
100015_10411833,4,57.7715
100015_10343655,4,58.4255
100015_10288711,4,58.751
100015_10244272,4,58.9955
100015_10244193,4,58.9955
100015_10156968,4,59.2395
100015_10067439,4,60.1405
100015_10067431,4,60.1405
100015_10067378,4,60.303
100015_10067168,4,60.303
100015_10067152,4,60.303
100015_9914595,4,62.3755
100015_9880874,4,62.7015
100015_9880664,4,62.7015
100015_9627997,4,63.1095
100015_9543408,4,64.3415
100015_9005908,4,69.3825
100015_9005887,4,69.3825
100015_9005794,4,69.3825
100015_9005698,4,69.4635
100015_9005604,4,69.4635
100015_9005597,4,69.4635
100015_8923823,4,70.0355
100015_8828725,4,70.198
100015_8688969,4,72.2695
100015_8688909,4,72.2695
100015_8610942,4,73.4195
100015_8547872,4,73.501
100015_8026091,4,79.262
100015_7783123,4,81.2495
100015_7782869,4,81.2495
100015_7158215,4,86.374
100015_6917495,4,90.433
100015_6897957,4,90.8405
100015_6897911,4,90.8405
100015_6897835,4,90.8405
100015_6897810,4,90.8405
100015_6868144,4,91.2485
100015_6868033,4,91.2485
100015_6867719,4,91.2485
100015_6867375,4,91.2485
100015_6863025,4,91.2485
100015_6841030,4,91.3295
100015_6839464,4,91.3295
100015_6741815,4,91.8195
100015_6603352,4,91.8195
100015_6477933,4,93.302
100015_6425215,4,93.8745
100015_6425212,4,94.2
100015_6270249,4,94.938
100015_6205121,4,96.087
100015_5915558,4,98.584
100015_5915488,4,98.584
100015_5865331,4,99.156
100015_5865198,4,99.156
100015_5865196,4,99.156
100015_5865194,4,99.156
100015_5865187,4,99.156
100015_5865179,4,99.156
100015_5864815,4,99.482
100015_5864762,4,99.482
100015_5864694,4,99.482
100015_5864670,4,99.482
100015_5863916,4,99.563
100015_5843511,4,99.563
100015_5842390,4,99.563
100015_5789663,4,100.053
100015_5783016,4,100.1345
100015_5782952,4,100.1345
100015_5782926,4,100.1345
100015_5782871,4,100.1345
100015_5641716,4,100.9525
100015_5499492,4,102.3525
100015_5499413,4,102.3525
100015_5499408,4,102.3525
100015_5499263,4,102.3525
100015_5499216,4,102.3525
100015_5499186,4,102.3525
100015_5492828,4,102.434
100015_5492763,4,102.434
100015_5492525,4,102.434
100015_5454319,4,102.5965
100015_5454098,4,102.5965
100015_5380736,4,103.3325
100015_5306968,4,103.4955
100015_5306950,4,103.4955
100015_5294976,4,104.067
100015_5294912,4,104.067
100015_5236910,4,104.7205
100015_5222989,4,104.8835
100015_5222936,4,104.8835
100015_5222909,4,104.965
100015_4928244,4,105.7005
100015_4905900,4,106.1905
100015_4892072,4,106.927
100015_4866413,4,107.252
100015_4866364,4,107.252
100015_4866304,4,107.252
100015_4866297,4,107.252
100015_4738490,4,107.3335
100015_4595795,4,107.415
100015_4595716,4,107.659
100015_4466961,4,109.647
100015_4466945,4,109.647
100015_4432591,4,109.81
100015_4246085,4,109.973
100015_4178790,4,110.4625
100015_4171760,4,110.952
100015_4015453,4,113.622
100015_4015452,4,113.622
100015_4015341,4,113.622
100015_4015285,4,113.622
100015_3980711,4,113.703
100015_3980709,4,113.703
100015_3973384,4,113.948
100015_3973273,4,113.948
100015_3841657,4,114.274
100015_3841544,4,114.274
100015_3841449,4,114.274
100015_3841351,4,114.274
100015_3837122,4,114.274
100015_3744218,4,114.927
100015_3632836,4,115.994
100015_3632825,4,115.994
100015_3454811,4,118.151
100015_3420112,4,118.4775
100015_3199390,4,119.0485
100015_3199277,4,119.0485
100015_3185210,4,119.3745
100015_3183810,4,119.946
100015_3183783,4,119.946
100015_3145419,4,119.946
100015_2662609,4,121.43
100015_2662370,4,121.5925
100015_2314900,4,125.125
100015_2141836,4,126.608
100015_1972569,4,127.4265
100015_1871946,4,128.328
100015_1871874,4,128.409
100015_1591457,4,129.4795
100015_1555362,4,129.4795
100015_1555321,4,129.4795
100015_1550488,4,129.5605
100015_1544163,4,129.5605
100015_1092700,4,131.5475
100015_1092697,4,131.5475
100015_817668,4,131.5475
100015_717133,4,131.8735
100015_717034,4,132.1175
100015_555110,4,132.1175
100015_554832,4,132.1175
100015_382040,4,132.607
100015_230604,4,132.77
100015_230494,4,132.77
100015_62106,4,132.851
100015_62008,4,132.851
100039_2284112,4,133.341
100039_2284071,4,133.341
100039_2284068,4,133.341
100039_2284048,4,133.341
100039_2284042,4,133.341
100039_2283837,4,133.341
100039_2283823,4,133.341
100039_2082875,4,133.5845
100039_2082702,4,133.5845
100039_2082692,4,133.5845
100039_1640088,4,134.321
100039_1556195,4,134.4025
100039_1556158,4,134.4835
100039_1531147,4,134.4835
100039_1531140,4,134.4835
100039_1130974,4,134.565
100039_690649,4,134.565
100039_225049,4,134.565
110_348962,4,135.136
110_414929,4,135.136
110_537821,4,135.136
110_590921,4,135.136
110_666139,4,135.136
110_783145,4,135.136
110_783528,4,135.136
110_834989,4,135.136
110_901305,4,135.136
110_915100,4,135.136
110_915167,4,135.136
110_931218,4,135.136
110_979140,4,135.136
110_979148,4,135.136
110_979152,4,135.136
110_1177429,4,135.136
110_1177443,4,135.136
110_1238023,4,135.2175
110_1241355,4,135.2175
110_1241531,4,135.2175
110_1261168,4,135.2175
100046_34337,4,135.625
100046_34401,4,135.625
100046_72952,4,135.706
100046_73001,4,135.706
100046_73861,4,135.706
100046_182377,4,135.706
100046_183056,4,135.706
100046_201331,4,135.706
100046_201363,4,135.706
100046_351048,4,135.706
100046_440520,4,135.706
100046_440927,4,135.706
100046_441222,4,135.706
100046_504754,4,135.706
100046_504890,4,135.7875
100046_560064,4,135.7875
100046_712738,4,135.9505
100046_712740,4,135.9505
100046_712744,4,135.9505
100046_712797,4,135.9505
100046_755052,4,136.1945
100046_755148,4,136.1945
100046_783624,4,136.685
100046_783634,4,136.685
100046_783648,4,136.685
100046_783654,4,136.685
100046_783690,4,136.685
100046_783697,4,136.685
100046_783719,4,136.685
100046_783720,4,136.685
100046_790083,4,137.1755
100046_790085,4,137.1755
100046_798442,4,137.42
100046_798568,4,137.42
100046_798599,4,137.42
100046_799624,4,137.664
100046_799664,4,137.664
100046_799713,4,137.664
100046_799716,4,137.664
100046_799727,4,137.664
100046_799962,4,138.2375
100046_799970,4,138.2375
100046_799991,4,138.3185
100046_799993,4,138.3185
100046_800011,4,138.3185
100046_853989,4,138.5635
100040_136126,4,138.8075
100040_136216,4,138.8075
100040_136379,4,138.8075
100040_190082,4,138.8075
100040_190089,4,138.8075
100040_560148,4,138.8075
100040_560234,4,138.8075
100040_560236,4,138.8075
100040_560275,4,138.8075
100040_584404,4,138.8075
100040_584551,4,138.889
100040_584552,4,138.889
100040_680567,4,138.889
100040_680610,4,138.889
100040_1131199,4,138.889
100040_1234439,4,138.889
100040_1443894,4,138.889
100040_1444021,4,138.889
100040_1836064,4,138.97
100040_1854266,4,139.0515
100080_49726,4,140.703
100080_87713,4,140.7845
100080_289508,4,141.356
100080_509640,4,142.34
100080_522436,4,142.34
100080_1263440,4,145.6975
100080_1289715,4,145.9415
100080_1824370,4,150.354
100080_1988942,4,151.503
100080_1989141,4,151.503
100080_1989498,4,151.503
100080_2214687,4,154.002
100080_2532805,4,156.3285
100080_2602866,4,156.6545
100080_2632932,4,157.062
100080_2632952,4,157.062
100080_2632955,4,157.062
100080_2632970,4,157.062
100080_2633080,4,157.062
100080_2633099,4,157.062
100080_2675380,4,157.062
100080_2676745,4,157.062
100080_2676956,4,157.062
100080_2677019,4,157.062
100080_2683105,4,157.062
100080_2761429,4,159.2185
100080_2761500,4,159.2185
100080_2860270,4,159.3
100080_2936141,4,159.3
100080_3131234,4,160.1185
100080_3131341,4,160.1185
100080_3131403,4,160.1185
100080_3179027,4,161.5215
100080_3179031,4,161.5215
100080_3257380,4,162.671
100080_3283170,4,162.8335
100080_3283273,4,162.8335
100080_3296220,4,163.078
100080_3918459,4,171.8655
100080_4010609,4,175.692
100080_4071676,4,176.182
100080_4226573,4,176.9175
100080_4513099,4,178.6525
100080_4513123,4,178.6525
100080_4626419,4,180.8085
100080_4626441,4,180.8085
100080_4720512,4,182.041
100080_4725068,4,182.041
100080_4728545,4,182.041
100080_4769569,4,182.9425
100080_4785175,4,183.761
100080_4785241,4,183.761
100080_5151415,4,191.5705
100080_5199002,4,191.9785
100080_5205298,4,192.3855
100080_5299217,4,193.3695
100080_5300196,4,193.3695
100080_5300206,4,193.3695
100080_5305107,4,193.614
100080_5346503,4,193.7765
100080_5362999,4,193.7765
100080_5437634,4,194.266
100080_5722856,4,196.253
100080_5780459,4,197.154
100080_5899023,4,199.142
100080_6875619,4,205.5415
100080_6881049,4,205.7045
100080_6904565,4,205.7045
100080_6904651,4,205.7045
100080_7999789,4,218.1885
100080_8001237,4,218.2695
100080_8008497,4,218.841
100080_8121735,4,219.9905
100080_8146727,4,220.6445
100080_8180005,4,220.97
100080_8225014,4,221.214
100080_8235466,4,221.4585
100080_8235480,4,221.4585
100080_8235525,4,221.4585
100080_8272493,4,221.4585
100080_8322107,4,222.1145
100080_8322334,4,222.1145
100080_8434169,4,224.7925
100080_8434224,4,224.7925
100080_8434277,4,224.7925
100080_8488787,4,224.8735
100080_8488831,4,224.8735
100080_8612106,4,224.8735
100080_9266765,4,226.6095
100080_9319156,4,226.8545
100080_9371632,4,227.099
100012_22511,5,0
100012_166651,5,0.2445
100012_166681,5,0.2445
100012_388644,5,0.653
100012_526148,5,0.8155
100012_526201,5,0.8155
100012_526206,5,0.8155
100012_550460,5,0.897
100012_622738,5,0.897
100012_622792,5,0.897
100012_729161,5,2.1295
100012_783376,5,2.3735
100012_824811,5,3.44
100012_931180,5,3.603
100012_1048190,5,3.7655
100012_1137205,5,4.0915
100012_1137412,5,4.0915
100012_1143067,5,4.0915
100012_1218690,5,5.658
100012_1218708,5,5.658
100012_1242261,5,5.658
100012_1256877,5,5.9835
100012_1484697,5,8.14
100012_1548236,5,8.4665
100012_1548245,5,8.4665
100012_1548251,5,8.4665
100012_1662324,5,8.5475
100012_1672869,5,8.8745
100012_1723867,5,9.7755
100012_1723932,5,9.7755
